Date,Day,Hospital,Waiting Time,Attendance,BOR,Is_Holiday
2024-10-06,Sunday,CGH,1.8,324.0,89.1,0
2024-10-06,Sunday,KTPH,1.6,226.0,80.3,0
2024-10-06,Sunday,NTFGH,2.0,283.0,88.6,0
2024-10-06,Sunday,NUH(A),1.9,265.0,69.4,0
2024-10-06,Sunday,SGH,0.9,282.0,79.3,0
2024-10-06,Sunday,SKH,2.0,320.0,83.0,0
2024-10-06,Sunday,TTSH,3.3,305.0,87.3,0
2024-10-06,Sunday,WH,2.5,127.0,70.1,0
2024-10-07,Monday,AH,1.5,70.0,56.2,0
2024-10-07,Monday,CGH,8.0,415.0,89.9,0
2024-10-07,Monday,KTPH,2.2,251.0,84.9,0
2024-10-07,Monday,NTFGH,5.2,408.0,90.7,0
2024-10-07,Monday,NUH(A),3.2,347.0,75.2,0
2024-10-07,Monday,SGH,2.0,366.0,83.1,0
2024-10-07,Monday,SKH,2.8,406.0,86.0,0
2024-10-07,Monday,TTSH,5.0,406.0,90.6,0
2024-10-07,Monday,WH,2.7,211.0,76.4,0
2024-10-08,Tuesday,AH,1.9,63.0,59.4,0
2024-10-08,Tuesday,CGH,9.7,425.0,89.5,0
2024-10-08,Tuesday,KTPH,2.4,236.0,85.1,0
2024-10-08,Tuesday,NTFGH,5.3,345.0,91.0,0
2024-10-08,Tuesday,NUH(A),2.5,311.0,75.9,0
2024-10-08,Tuesday,SGH,2.2,328.0,84.9,0
2024-10-08,Tuesday,SKH,2.6,377.0,86.9,0
2024-10-08,Tuesday,TTSH,4.4,405.0,90.6,0
2024-10-08,Tuesday,WH,2.7,140.0,73.6,0
2024-10-09,Wednesday,AH,1.9,58.0,59.7,0
2024-10-09,Wednesday,CGH,6.3,410.0,87.7,0
2024-10-09,Wednesday,KTPH,2.7,260.0,83.7,0
2024-10-09,Wednesday,NTFGH,2.1,339.0,87.9,0
2024-10-09,Wednesday,NUH(A),3.4,291.0,75.1,0
2024-10-09,Wednesday,SGH,3.1,294.0,85.7,0
2024-10-09,Wednesday,SKH,2.5,356.0,86.2,0
2024-10-09,Wednesday,TTSH,4.2,423.0,93.9,0
2024-10-09,Wednesday,WH,2.5,182.0,68.9,0
2024-10-10,Thursday,AH,1.6,73.0,55.8,0
2024-10-10,Thursday,CGH,17.1,405.0,88.6,0
2024-10-10,Thursday,KTPH,3.0,235.0,82.0,0
2024-10-10,Thursday,NTFGH,1.9,334.0,84.6,0
2024-10-10,Thursday,NUH(A),2.7,319.0,74.8,0
2024-10-10,Thursday,SGH,2.4,341.0,85.0,0
2024-10-10,Thursday,SKH,3.4,357.0,82.8,0
2024-10-10,Thursday,TTSH,4.3,384.0,93.6,0
2024-10-10,Thursday,WH,2.8,155.0,71.4,0
2024-10-11,Friday,AH,0.9,55.0,53.4,0
2024-10-11,Friday,CGH,11.1,412.0,86.2,0
2024-10-11,Friday,KTPH,1.8,210.0,78.0,0
2024-10-11,Friday,NTFGH,1.7,316.0,81.2,0
2024-10-11,Friday,NUH(A),2.7,284.0,71.6,0
2024-10-11,Friday,SGH,1.4,296.0,82.0,0
2024-10-11,Friday,SKH,2.2,343.0,80.9,0
2024-10-11,Friday,TTSH,3.5,365.0,89.9,0
2024-10-11,Friday,WH,2.5,155.0,66.7,0
2024-10-12,Saturday,AH,1.5,57.0,51.6,0
2024-10-12,Saturday,CGH,7.9,319.0,87.9,0
2024-10-12,Saturday,KTPH,1.8,180.0,76.3,0
2024-10-12,Saturday,NTFGH,1.9,284.0,81.6,0
2024-10-12,Saturday,NUH(A),2.4,265.0,66.0,0
2024-10-12,Saturday,SGH,1.0,317.0,78.7,0
2024-10-12,Saturday,SKH,1.8,318.0,81.1,0
2024-10-12,Saturday,TTSH,3.6,325.0,87.1,0
2024-10-12,Saturday,WH,2.8,133.0,67.2,0
2024-10-13,Sunday,AH,1.2,57.0,55.8,0
2024-10-13,Sunday,CGH,7.4,337.0,89.8,0
2024-10-13,Sunday,KTPH,1.4,214.0,81.4,0
2024-10-13,Sunday,NTFGH,1.7,306.0,88.0,0
2024-10-13,Sunday,NUH(A),2.1,260.0,69.3,0
2024-10-13,Sunday,SGH,0.9,302.0,80.0,0
2024-10-13,Sunday,SKH,1.9,313.0,85.0,0
2024-10-13,Sunday,TTSH,4.0,341.0,91.2,0
2024-10-13,Sunday,WH,2.7,143.0,71.9,0
2024-10-14,Monday,AH,1.6,65.0,62.9,0
2024-10-14,Monday,CGH,20.0,455.0,87.2,0
2024-10-14,Monday,KTPH,2.3,271.0,83.8,0
2024-10-14,Monday,NTFGH,2.6,378.0,88.6,0
2024-10-14,Monday,NUH(A),2.5,321.0,71.9,0
2024-10-14,Monday,SGH,2.0,328.0,84.7,0
2024-10-14,Monday,SKH,4.1,394.0,87.2,0
2024-10-14,Monday,TTSH,5.3,420.0,95.2,0
2024-10-14,Monday,WH,2.7,175.0,75.6,0
2024-10-15,Tuesday,AH,1.5,58.0,59.4,0
2024-10-15,Tuesday,CGH,18.5,396.0,87.2,0
2024-10-15,Tuesday,KTPH,3.2,237.0,85.9,0
2024-10-15,Tuesday,NTFGH,5.4,377.0,90.0,0
2024-10-15,Tuesday,NUH(A),2.9,321.0,73.9,0
2024-10-15,Tuesday,SGH,2.8,366.0,85.6,0
2024-10-15,Tuesday,SKH,4.6,374.0,88.8,0
2024-10-15,Tuesday,TTSH,5.4,346.0,93.2,0
2024-10-15,Tuesday,WH,2.9,168.0,77.6,0
2024-10-16,Wednesday,AH,1.7,63.0,59.0,0
2024-10-16,Wednesday,CGH,15.6,371.0,88.2,0
2024-10-16,Wednesday,KTPH,2.5,250.0,83.2,0
2024-10-16,Wednesday,NTFGH,2.6,333.0,87.3,0
2024-10-16,Wednesday,NUH(A),2.7,306.0,73.9,0
2024-10-16,Wednesday,SGH,4.9,310.0,88.2,0
2024-10-16,Wednesday,SKH,3.7,345.0,86.2,0
2024-10-16,Wednesday,TTSH,5.6,379.0,90.7,0
2024-10-16,Wednesday,WH,2.6,148.0,74.9,0
2024-10-17,Thursday,AH,1.2,65.0,60.8,0
2024-10-17,Thursday,CGH,11.2,375.0,87.4,0
2024-10-17,Thursday,KTPH,2.5,228.0,83.5,0
2024-10-17,Thursday,NTFGH,1.6,302.0,83.6,0
2024-10-17,Thursday,NUH(A),2.6,312.0,74.6,0
2024-10-17,Thursday,SGH,2.6,304.0,86.7,0
2024-10-17,Thursday,SKH,2.7,377.0,86.0,0
2024-10-17,Thursday,TTSH,5.2,343.0,88.8,0
2024-10-17,Thursday,WH,2.9,166.0,78.6,0
2024-10-18,Friday,AH,1.6,54.0,59.4,0
2024-10-18,Friday,CGH,5.1,363.0,86.6,0
2024-10-18,Friday,KTPH,2.1,214.0,84.3,0
2024-10-18,Friday,NTFGH,1.7,298.0,78.0,0
2024-10-18,Friday,NUH(A),2.3,268.0,75.5,0
2024-10-18,Friday,SGH,2.0,338.0,82.4,0
2024-10-18,Friday,SKH,2.3,320.0,77.1,0
2024-10-18,Friday,TTSH,4.7,344.0,87.3,0
2024-10-18,Friday,WH,2.8,174.0,72.1,0
2024-10-19,Saturday,AH,0.9,60.0,56.2,0
2024-10-19,Saturday,CGH,5.7,327.0,86.6,0
2024-10-19,Saturday,KTPH,1.5,197.0,83.9,0
2024-10-19,Saturday,NTFGH,1.4,309.0,75.0,0
2024-10-19,Saturday,NUH(A),2.0,251.0,71.9,0
2024-10-19,Saturday,SGH,2.1,324.0,79.2,0
2024-10-19,Saturday,SKH,1.6,308.0,77.6,0
2024-10-19,Saturday,TTSH,3.8,325.0,91.5,0
2024-10-19,Saturday,WH,2.6,144.0,71.1,0
2024-10-20,Sunday,AH,1.5,49.0,59.7,0
2024-10-20,Sunday,CGH,5.8,370.0,88.1,0
2024-10-20,Sunday,KTPH,1.4,207.0,85.9,0
2024-10-20,Sunday,NTFGH,1.7,296.0,78.2,0
2024-10-20,Sunday,NUH(A),2.3,243.0,72.9,0
2024-10-20,Sunday,SGH,1.4,276.0,81.2,0
2024-10-20,Sunday,SKH,1.9,318.0,80.1,0
2024-10-20,Sunday,TTSH,3.4,319.0,91.9,0
2024-10-20,Sunday,WH,2.7,148.0,75.4,0
2024-10-21,Monday,AH,1.0,74.0,65.7,0
2024-10-21,Monday,CGH,15.0,431.0,88.8,0
2024-10-21,Monday,KTPH,2.2,283.0,91.2,0
2024-10-21,Monday,NTFGH,1.7,389.0,86.5,0
2024-10-21,Monday,NUH(A),2.9,381.0,80.2,0
2024-10-21,Monday,SGH,3.6,409.0,84.2,0
2024-10-21,Monday,SKH,2.1,450.0,82.5,0
2024-10-21,Monday,TTSH,4.5,435.0,92.9,0
2024-10-21,Monday,WH,2.8,208.0,79.6,0
2024-10-22,Tuesday,AH,1.2,66.0,68.6,0
2024-10-22,Tuesday,CGH,16.7,413.0,88.3,0
2024-10-22,Tuesday,KTPH,3.1,248.0,91.1,0
2024-10-22,Tuesday,NTFGH,2.0,365.0,89.5,0
2024-10-22,Tuesday,NUH(A),3.7,320.0,80.5,0
2024-10-22,Tuesday,SGH,8.1,315.0,86.2,0
2024-10-22,Tuesday,SKH,5.3,336.0,88.1,0
2024-10-22,Tuesday,TTSH,5.7,348.0,93.5,0
2024-10-22,Tuesday,WH,3.0,196.0,82.3,0
2024-10-23,Wednesday,AH,1.2,64.0,69.3,0
2024-10-23,Wednesday,CGH,19.6,382.0,87.8,0
2024-10-23,Wednesday,KTPH,5.4,203.0,87.9,0
2024-10-23,Wednesday,NTFGH,3.3,350.0,90.0,0
2024-10-23,Wednesday,NUH(A),3.5,308.0,83.0,0
2024-10-23,Wednesday,SGH,7.6,323.0,86.8,0
2024-10-23,Wednesday,SKH,5.5,381.0,87.3,0
2024-10-23,Wednesday,TTSH,5.3,383.0,92.6,0
2024-10-23,Wednesday,WH,2.9,187.0,75.4,0
2024-10-24,Thursday,AH,1.6,77.0,73.5,0
2024-10-24,Thursday,CGH,14.3,376.0,88.3,0
2024-10-24,Thursday,KTPH,2.6,219.0,85.0,0
2024-10-24,Thursday,NTFGH,2.5,369.0,88.9,0
2024-10-24,Thursday,NUH(A),3.8,337.0,83.5,0
2024-10-24,Thursday,SGH,7.1,325.0,86.2,0
2024-10-24,Thursday,SKH,4.4,339.0,86.1,0
2024-10-24,Thursday,TTSH,5.6,398.0,95.3,0
2024-10-24,Thursday,WH,2.6,197.0,78.6,0
2024-10-25,Friday,AH,1.6,57.0,74.9,0
2024-10-25,Friday,CGH,8.7,384.0,88.2,0
2024-10-25,Friday,KTPH,2.5,225.0,77.4,0
2024-10-25,Friday,NTFGH,3.6,344.0,88.9,0
2024-10-25,Friday,NUH(A),3.8,296.0,78.7,0
2024-10-25,Friday,SGH,4.8,323.0,83.8,0
2024-10-25,Friday,SKH,6.5,351.0,83.8,0
2024-10-25,Friday,TTSH,5.2,374.0,93.9,0
2024-10-25,Friday,WH,3.2,154.0,76.6,0
2024-10-26,Saturday,AH,1.1,68.0,71.7,0
2024-10-26,Saturday,CGH,4.9,335.0,89.1,0
2024-10-26,Saturday,KTPH,1.9,206.0,77.1,0
2024-10-26,Saturday,NTFGH,2.1,279.0,84.1,0
2024-10-26,Saturday,NUH(A),2.7,264.0,73.3,0
2024-10-26,Saturday,SGH,2.9,308.0,81.7,0
2024-10-26,Saturday,SKH,3.7,321.0,84.8,0
2024-10-26,Saturday,TTSH,4.7,305.0,93.9,0
2024-10-26,Saturday,WH,2.5,137.0,74.6,0
2024-10-27,Sunday,AH,1.1,53.0,69.6,0
2024-10-27,Sunday,CGH,10.9,309.0,89.2,0
2024-10-27,Sunday,KTPH,1.6,230.0,80.6,0
2024-10-27,Sunday,NTFGH,2.0,296.0,88.8,0
2024-10-27,Sunday,NUH(A),1.9,238.0,77.2,0
2024-10-27,Sunday,SGH,2.5,280.0,83.8,0
2024-10-27,Sunday,SKH,3.3,341.0,88.2,0
2024-10-27,Sunday,TTSH,6.6,324.0,95.7,0
2024-10-27,Sunday,WH,3.0,149.0,80.8,0
2024-10-28,Monday,AH,1.3,68.0,74.2,0
2024-10-28,Monday,CGH,14.8,461.0,89.8,0
2024-10-28,Monday,KTPH,2.5,290.0,84.6,0
2024-10-28,Monday,NTFGH,2.7,349.0,84.7,0
2024-10-28,Monday,NUH(A),4.1,385.0,84.5,0
2024-10-28,Monday,SGH,4.4,370.0,86.9,0
2024-10-28,Monday,SKH,5.0,406.0,91.2,0
2024-10-28,Monday,TTSH,9.6,415.0,93.4,0
2024-10-28,Monday,WH,3.0,203.0,85.3,0
2024-10-29,Tuesday,AH,2.3,60.0,70.3,0
2024-10-29,Tuesday,CGH,18.7,402.0,90.3,0
2024-10-29,Tuesday,KTPH,3.8,245.0,87.7,0
2024-10-29,Tuesday,NTFGH,4.4,351.0,91.2,0
2024-10-29,Tuesday,NUH(A),4.9,296.0,82.6,0
2024-10-29,Tuesday,SGH,7.0,301.0,88.9,0
2024-10-29,Tuesday,SKH,6.5,354.0,89.0,0
2024-10-29,Tuesday,TTSH,7.9,371.0,92.8,0
2024-10-29,Tuesday,WH,3.0,171.0,82.6,0
2024-10-30,Wednesday,AH,1.7,64.0,68.6,0
2024-10-30,Wednesday,CGH,10.9,357.0,88.8,0
2024-10-30,Wednesday,KTPH,3.7,224.0,85.3,0
2024-10-30,Wednesday,NTFGH,2.8,305.0,87.8,0
2024-10-30,Wednesday,NUH(A),3.8,292.0,79.3,0
2024-10-30,Wednesday,SGH,7.0,317.0,86.1,0
2024-10-30,Wednesday,SKH,4.5,301.0,87.9,0
2024-10-30,Wednesday,TTSH,6.2,352.0,90.4,0
2024-10-30,Wednesday,WH,2.6,155.0,77.9,0
2024-10-31,Thursday,AH,0.9,65.0,68.6,1
2024-10-31,Thursday,CGH,11.7,335.0,90.5,1
2024-10-31,Thursday,KTPH,2.1,227.0,82.9,1
2024-10-31,Thursday,NTFGH,2.1,286.0,86.4,1
2024-10-31,Thursday,NUH(A),2.6,277.0,78.4,1
2024-10-31,Thursday,SGH,5.1,279.0,85.6,1
2024-10-31,Thursday,SKH,2.3,305.0,87.1,1
2024-10-31,Thursday,TTSH,4.3,294.0,92.7,1
2024-10-31,Thursday,WH,2.4,149.0,76.9,1
2024-11-01,Friday,AH,1.9,61.0,70.0,0
2024-11-01,Friday,CGH,17.2,397.0,89.3,0
2024-11-01,Friday,KTPH,4.6,242.0,82.1,0
2024-11-01,Friday,NTFGH,2.7,349.0,84.7,0
2024-11-01,Friday,NUH(A),3.7,302.0,77.5,0
2024-11-01,Friday,SGH,3.7,323.0,83.4,0
2024-11-01,Friday,SKH,2.3,366.0,81.1,0
2024-11-01,Friday,TTSH,4.9,380.0,90.3,0
2024-11-01,Friday,WH,2.6,165.0,80.1,0
2024-11-02,Saturday,AH,1.6,69.0,70.3,0
2024-11-02,Saturday,CGH,15.1,339.0,89.2,0
2024-11-02,Saturday,KTPH,3.0,175.0,80.8,0
2024-11-02,Saturday,NTFGH,2.3,275.0,84.6,0
2024-11-02,Saturday,NUH(A),3.3,265.0,74.5,0
2024-11-02,Saturday,SGH,4.5,285.0,82.1,0
2024-11-02,Saturday,SKH,2.1,318.0,82.9,0
2024-11-02,Saturday,TTSH,4.8,346.0,93.4,0
2024-11-02,Saturday,WH,2.8,156.0,83.3,0
2024-11-03,Sunday,AH,1.4,80.0,73.1,0
2024-11-03,Sunday,CGH,7.7,316.0,89.2,0
2024-11-03,Sunday,KTPH,2.0,205.0,84.5,0
2024-11-03,Sunday,NTFGH,2.2,286.0,88.4,0
2024-11-03,Sunday,NUH(A),2.9,255.0,77.1,0
2024-11-03,Sunday,SGH,2.1,302.0,83.9,0
2024-11-03,Sunday,SKH,2.4,355.0,85.5,0
2024-11-03,Sunday,TTSH,4.9,341.0,95.9,0
2024-11-03,Sunday,WH,2.5,154.0,86.3,0
2024-11-04,Monday,AH,1.3,78.0,76.3,0
2024-11-04,Monday,CGH,20.5,391.0,90.9,0
2024-11-04,Monday,KTPH,2.9,300.0,88.0,0
2024-11-04,Monday,NTFGH,2.8,388.0,88.0,0
2024-11-04,Monday,NUH(A),2.7,347.0,81.8,0
2024-11-04,Monday,SGH,7.6,388.0,84.9,0
2024-11-04,Monday,SKH,3.9,407.0,85.2,0
2024-11-04,Monday,TTSH,7.8,439.0,94.2,0
2024-11-04,Monday,WH,3.4,195.0,85.1,0
2024-11-05,Tuesday,AH,1.5,60.0,74.9,0
2024-11-05,Tuesday,CGH,11.3,407.0,89.3,0
2024-11-05,Tuesday,KTPH,4.9,222.0,91.1,0
2024-11-05,Tuesday,NTFGH,3.1,324.0,88.4,0
2024-11-05,Tuesday,NUH(A),4.3,341.0,84.9,0
2024-11-05,Tuesday,SGH,10.1,322.0,85.4,0
2024-11-05,Tuesday,SKH,3.7,369.0,86.0,0
2024-11-05,Tuesday,TTSH,7.5,378.0,92.5,0
2024-11-05,Tuesday,WH,3.1,179.0,82.1,0
2024-11-06,Wednesday,AH,1.8,69.0,70.7,0
2024-11-06,Wednesday,CGH,8.0,347.0,88.6,0
2024-11-06,Wednesday,KTPH,3.8,234.0,86.5,0
2024-11-06,Wednesday,NTFGH,2.7,352.0,87.8,0
2024-11-06,Wednesday,NUH(A),5.6,284.0,84.3,0
2024-11-06,Wednesday,SGH,7.7,331.0,86.6,0
2024-11-06,Wednesday,SKH,3.0,334.0,85.3,0
2024-11-06,Wednesday,TTSH,5.1,381.0,91.6,0
2024-11-06,Wednesday,WH,2.6,157.0,80.1,0
2024-11-07,Thursday,AH,1.5,57.0,70.0,0
2024-11-07,Thursday,CGH,4.7,365.0,89.2,0
2024-11-07,Thursday,KTPH,2.2,227.0,80.6,0
2024-11-07,Thursday,NTFGH,3.0,303.0,84.7,0
2024-11-07,Thursday,NUH(A),3.8,297.0,82.8,0
2024-11-07,Thursday,SGH,7.4,326.0,87.4,0
2024-11-07,Thursday,SKH,2.5,358.0,83.4,0
2024-11-07,Thursday,TTSH,4.8,357.0,89.1,0
2024-11-07,Thursday,WH,2.9,192.0,78.6,0
2024-11-08,Friday,AH,1.5,69.0,63.3,0
2024-11-08,Friday,CGH,5.9,378.0,88.1,0
2024-11-08,Friday,KTPH,1.6,204.0,76.9,0
2024-11-08,Friday,NTFGH,2.1,319.0,80.4,0
2024-11-08,Friday,NUH(A),4.2,311.0,81.6,0
2024-11-08,Friday,SGH,3.5,335.0,84.4,0
2024-11-08,Friday,SKH,1.9,334.0,78.8,0
2024-11-08,Friday,TTSH,4.4,350.0,85.3,0
2024-11-08,Friday,WH,3.1,164.0,75.4,0
2024-11-09,Saturday,AH,1.2,58.0,60.1,0
2024-11-09,Saturday,CGH,6.5,340.0,88.0,0
2024-11-09,Saturday,KTPH,2.3,185.0,77.7,0
2024-11-09,Saturday,NTFGH,2.0,302.0,80.4,0
2024-11-09,Saturday,NUH(A),3.5,240.0,77.2,0
2024-11-09,Saturday,SGH,2.4,316.0,81.8,0
2024-11-09,Saturday,SKH,1.4,316.0,76.2,0
2024-11-09,Saturday,TTSH,3.4,296.0,82.1,0
2024-11-09,Saturday,WH,2.9,145.0,74.9,0
2024-11-10,Sunday,AH,1.6,63.0,62.2,0
2024-11-10,Sunday,CGH,6.8,310.0,89.4,0
2024-11-10,Sunday,KTPH,1.4,195.0,79.0,0
2024-11-10,Sunday,NTFGH,2.0,297.0,86.1,0
2024-11-10,Sunday,NUH(A),2.7,256.0,78.9,0
2024-11-10,Sunday,SGH,2.1,304.0,82.4,0
2024-11-10,Sunday,SKH,1.6,314.0,81.3,0
2024-11-10,Sunday,TTSH,3.3,320.0,86.0,0
2024-11-10,Sunday,WH,2.4,152.0,79.9,0
2024-11-11,Monday,AH,1.3,83.0,67.5,0
2024-11-11,Monday,CGH,9.9,464.0,88.7,0
2024-11-11,Monday,KTPH,2.4,264.0,84.2,0
2024-11-11,Monday,NTFGH,2.5,375.0,88.8,0
2024-11-11,Monday,NUH(A),4.0,351.0,84.3,0
2024-11-11,Monday,SGH,7.6,372.0,85.4,0
2024-11-11,Monday,SKH,2.3,397.0,83.0,0
2024-11-11,Monday,TTSH,4.2,451.0,88.8,0
2024-11-11,Monday,WH,3.2,189.0,85.3,0
2024-11-12,Tuesday,AH,1.0,53.0,67.5,0
2024-11-12,Tuesday,CGH,12.6,400.0,90.1,0
2024-11-12,Tuesday,KTPH,2.2,245.0,84.9,0
2024-11-12,Tuesday,NTFGH,4.5,320.0,88.8,0
2024-11-12,Tuesday,NUH(A),3.7,296.0,86.3,0
2024-11-12,Tuesday,SGH,11.9,339.0,87.3,0
2024-11-12,Tuesday,SKH,2.5,341.0,83.1,0
2024-11-12,Tuesday,TTSH,4.3,439.0,89.6,0
2024-11-12,Tuesday,WH,3.0,170.0,85.8,0
2024-11-13,Wednesday,AH,1.1,52.0,66.4,0
2024-11-13,Wednesday,CGH,18.0,387.0,89.8,0
2024-11-13,Wednesday,KTPH,2.0,203.0,82.5,0
2024-11-13,Wednesday,NTFGH,3.3,292.0,87.4,0
2024-11-13,Wednesday,NUH(A),3.8,302.0,83.5,0
2024-11-13,Wednesday,SGH,7.1,296.0,87.3,0
2024-11-13,Wednesday,SKH,2.4,337.0,80.1,0
2024-11-13,Wednesday,TTSH,4.8,345.0,90.7,0
2024-11-13,Wednesday,WH,2.9,191.0,84.1,0
2024-11-14,Thursday,AH,1.3,73.0,67.1,0
2024-11-14,Thursday,CGH,9.2,363.0,90.2,0
2024-11-14,Thursday,KTPH,2.0,232.0,82.4,0
2024-11-14,Thursday,NTFGH,2.2,341.0,87.5,0
2024-11-14,Thursday,NUH(A),3.5,288.0,81.8,0
2024-11-14,Thursday,SGH,9.2,306.0,85.8,0
2024-11-14,Thursday,SKH,2.0,329.0,77.9,0
2024-11-14,Thursday,TTSH,4.4,377.0,87.4,0
2024-11-14,Thursday,WH,2.9,165.0,83.3,0
2024-11-15,Friday,AH,1.8,50.0,64.3,0
2024-11-15,Friday,CGH,6.4,382.0,88.4,0
2024-11-15,Friday,KTPH,2.1,204.0,81.4,0
2024-11-15,Friday,NTFGH,2.1,307.0,80.6,0
2024-11-15,Friday,NUH(A),3.1,263.0,78.2,0
2024-11-15,Friday,SGH,4.2,334.0,82.9,0
2024-11-15,Friday,SKH,2.2,326.0,76.5,0
2024-11-15,Friday,TTSH,4.4,371.0,83.3,0
2024-11-15,Friday,WH,2.6,171.0,81.3,0
2024-11-16,Saturday,AH,1.4,51.0,61.5,0
2024-11-16,Saturday,CGH,3.3,315.0,87.6,0
2024-11-16,Saturday,KTPH,1.9,199.0,81.4,0
2024-11-16,Saturday,NTFGH,1.4,254.0,78.4,0
2024-11-16,Saturday,NUH(A),3.6,229.0,73.3,0
2024-11-16,Saturday,SGH,2.1,269.0,80.4,0
2024-11-16,Saturday,SKH,1.6,264.0,75.9,0
2024-11-16,Saturday,TTSH,3.8,317.0,85.3,0
2024-11-16,Saturday,WH,3.3,150.0,83.1,0
2024-11-17,Sunday,AH,1.4,61.0,59.7,0
2024-11-17,Sunday,CGH,6.1,331.0,87.7,0
2024-11-17,Sunday,KTPH,2.2,204.0,82.5,0
2024-11-17,Sunday,NTFGH,1.9,298.0,83.2,0
2024-11-17,Sunday,NUH(A),2.2,267.0,77.9,0
2024-11-17,Sunday,SGH,2.6,276.0,81.5,0
2024-11-17,Sunday,SKH,1.8,323.0,78.9,0
2024-11-17,Sunday,TTSH,4.0,356.0,89.0,0
2024-11-17,Sunday,WH,2.8,176.0,88.1,0
2024-11-18,Monday,AH,1.8,82.0,65.0,0
2024-11-18,Monday,CGH,16.5,434.0,88.0,0
2024-11-18,Monday,KTPH,2.3,260.0,84.8,0
2024-11-18,Monday,NTFGH,3.0,398.0,85.0,0
2024-11-18,Monday,NUH(A),2.3,343.0,82.1,0
2024-11-18,Monday,SGH,4.1,341.0,83.2,0
2024-11-18,Monday,SKH,2.5,395.0,82.9,0
2024-11-18,Monday,TTSH,5.9,425.0,90.1,0
2024-11-18,Monday,WH,2.9,207.0,90.5,0
2024-11-19,Tuesday,AH,1.3,65.0,70.0,0
2024-11-19,Tuesday,CGH,15.6,390.0,88.1,0
2024-11-19,Tuesday,KTPH,2.9,231.0,85.1,0
2024-11-19,Tuesday,NTFGH,2.9,334.0,87.4,0
2024-11-19,Tuesday,NUH(A),3.6,326.0,84.4,0
2024-11-19,Tuesday,SGH,4.2,313.0,84.2,0
2024-11-19,Tuesday,SKH,2.2,350.0,82.3,0
2024-11-19,Tuesday,TTSH,5.1,401.0,89.7,0
2024-11-19,Tuesday,WH,3.0,187.0,87.3,0
2024-11-20,Wednesday,AH,1.8,70.0,73.5,0
2024-11-20,Wednesday,CGH,13.8,381.0,86.9,0
2024-11-20,Wednesday,KTPH,3.2,234.0,87.1,0
2024-11-20,Wednesday,NTFGH,2.3,313.0,85.7,0
2024-11-20,Wednesday,NUH(A),5.1,316.0,82.8,0
2024-11-20,Wednesday,SGH,4.1,311.0,84.2,0
2024-11-20,Wednesday,SKH,2.3,351.0,82.6,0
2024-11-20,Wednesday,TTSH,5.6,394.0,89.0,0
2024-11-20,Wednesday,WH,3.0,183.0,84.6,0
2024-11-21,Thursday,AH,1.8,62.0,66.4,0
2024-11-21,Thursday,CGH,16.6,392.0,87.8,0
2024-11-21,Thursday,KTPH,2.5,233.0,85.7,0
2024-11-21,Thursday,NTFGH,2.1,319.0,85.0,0
2024-11-21,Thursday,NUH(A),4.0,286.0,84.2,0
2024-11-21,Thursday,SGH,2.7,328.0,83.2,0
2024-11-21,Thursday,SKH,1.9,342.0,83.6,0
2024-11-21,Thursday,TTSH,5.4,388.0,91.0,0
2024-11-21,Thursday,WH,2.9,158.0,81.1,0
2024-11-22,Friday,AH,1.2,69.0,69.3,0
2024-11-22,Friday,CGH,7.2,348.0,87.5,0
2024-11-22,Friday,KTPH,3.3,223.0,85.1,0
2024-11-22,Friday,NTFGH,2.3,316.0,79.4,0
2024-11-22,Friday,NUH(A),2.8,315.0,80.6,0
2024-11-22,Friday,SGH,2.9,303.0,83.2,0
2024-11-22,Friday,SKH,1.9,303.0,78.4,0
2024-11-22,Friday,TTSH,5.1,356.0,89.1,0
2024-11-22,Friday,WH,2.9,146.0,76.6,0
2024-11-23,Saturday,AH,1.4,55.0,69.6,0
2024-11-23,Saturday,CGH,1.9,363.0,88.7,0
2024-11-23,Saturday,KTPH,2.2,192.0,78.9,0
2024-11-23,Saturday,NTFGH,2.0,262.0,80.1,0
2024-11-23,Saturday,NUH(A),2.3,276.0,75.5,0
2024-11-23,Saturday,SGH,2.1,289.0,81.4,0
2024-11-23,Saturday,SKH,1.6,293.0,76.4,0
2024-11-23,Saturday,TTSH,4.0,329.0,91.1,0
2024-11-23,Saturday,WH,2.5,138.0,75.4,0
2024-11-24,Sunday,AH,0.5,57.0,67.8,0
2024-11-24,Sunday,CGH,3.7,364.0,89.7,0
2024-11-24,Sunday,KTPH,2.1,224.0,83.7,0
2024-11-24,Sunday,NTFGH,1.8,318.0,84.7,0
2024-11-24,Sunday,NUH(A),2.8,273.0,77.9,0
2024-11-24,Sunday,SGH,2.4,301.0,82.6,0
2024-11-24,Sunday,SKH,1.5,348.0,80.8,0
2024-11-24,Sunday,TTSH,3.8,295.0,93.9,0
2024-11-24,Sunday,WH,3.3,172.0,84.3,0
2024-11-25,Monday,AH,1.3,78.0,76.0,0
2024-11-25,Monday,CGH,15.0,407.0,90.2,0
2024-11-25,Monday,KTPH,3.4,291.0,89.5,0
2024-11-25,Monday,NTFGH,2.9,417.0,90.0,0
2024-11-25,Monday,NUH(A),4.6,381.0,82.1,0
2024-11-25,Monday,SGH,5.1,380.0,85.6,0
2024-11-25,Monday,SKH,2.7,409.0,85.4,0
2024-11-25,Monday,TTSH,6.0,432.0,94.7,0
2024-11-25,Monday,WH,3.2,195.0,89.1,0
