Date,Day,Hospital,Waiting Time,Attendance,BOR,Is_Holiday
2023-09-15,Friday,TTSH,8.3,375.0,95.7,0
2023-09-15,Friday,WH,,,,0
2023-09-16,Saturday,AH,1.1,56.0,66.3,0
2023-09-16,Saturday,CGH,15.3,338.0,88.6,0
2023-09-16,Saturday,KTPH,2.0,291.0,97.9,0
2023-09-16,Saturday,NTFGH,2.0,282.0,93.6,0
2023-09-16,Saturday,NUH(A),5.9,281.0,85.7,0
2023-09-16,Saturday,SGH,2.0,298.0,84.5,0
2023-09-16,Saturday,SKH,6.4,328.0,88.7,0
2023-09-16,Saturday,TTSH,6.5,311.0,97.6,0
2023-09-16,Saturday,WH,,,,0
2023-09-17,Sunday,AH,1.5,72.0,71.6,0
2023-09-17,Sunday,CGH,14.5,315.0,89.5,0
2023-09-17,Sunday,KTPH,1.5,310.0,100.0,0
2023-09-17,Sunday,NTFGH,2.8,312.0,95.0,0
2023-09-17,Sunday,NUH(A),3.5,258.0,84.2,0
2023-09-17,Sunday,SGH,2.4,305.0,85.3,0
2023-09-17,Sunday,SKH,3.2,359.0,92.0,0
2023-09-17,Sunday,TTSH,6.0,369.0,98.6,0
2023-09-17,Sunday,WH,,,,0
2023-09-18,Monday,AH,1.3,82.0,75.2,0
2023-09-18,Monday,CGH,11.3,447.0,89.6,0
2023-09-18,Monday,KTPH,4.8,348.0,100.0,0
2023-09-18,Monday,NTFGH,6.0,394.0,98.5,0
2023-09-18,Monday,NUH(A),4.6,358.0,88.1,0
2023-09-18,Monday,SGH,4.1,374.0,87.3,0
2023-09-18,Monday,SKH,6.5,408.0,95.2,0
2023-09-18,Monday,TTSH,11.7,437.0,99.9,0
2023-09-18,Monday,WH,,,,0
2023-09-19,Tuesday,AH,1.5,71.0,80.1,0
2023-09-19,Tuesday,CGH,16.6,375.0,89.8,0
2023-09-19,Tuesday,KTPH,6.3,339.0,99.0,0
2023-09-19,Tuesday,NTFGH,7.5,334.0,98.9,0
2023-09-19,Tuesday,NUH(A),5.2,325.0,87.7,0
2023-09-19,Tuesday,SGH,4.0,332.0,87.2,0
2023-09-19,Tuesday,SKH,11.7,379.0,93.2,0
2023-09-19,Tuesday,TTSH,16.6,390.0,100.0,0
2023-09-19,Tuesday,WH,,,,0
2023-09-20,Wednesday,AH,2.6,64.0,81.9,0
2023-09-20,Wednesday,CGH,9.2,374.0,89.0,0
2023-09-20,Wednesday,KTPH,5.0,326.0,96.2,0
2023-09-20,Wednesday,NTFGH,5.6,300.0,97.3,0
2023-09-20,Wednesday,NUH(A),6.3,317.0,86.3,0
2023-09-20,Wednesday,SGH,3.4,289.0,87.4,0
2023-09-20,Wednesday,SKH,15.7,313.0,87.3,0
2023-09-20,Wednesday,TTSH,14.3,356.0,99.1,0
2023-09-20,Wednesday,WH,,,,0
2023-09-21,Thursday,AH,3.5,46.0,78.7,0
2023-09-21,Thursday,CGH,14.6,342.0,88.0,0
2023-09-21,Thursday,KTPH,2.8,331.0,96.9,0
2023-09-21,Thursday,NTFGH,4.2,331.0,96.6,0
2023-09-21,Thursday,NUH(A),4.7,339.0,85.3,0
2023-09-21,Thursday,SGH,3.0,327.0,86.7,0
2023-09-21,Thursday,SKH,4.9,340.0,85.7,0
2023-09-21,Thursday,TTSH,8.3,392.0,96.1,0
2023-09-21,Thursday,WH,,,,0
2023-09-22,Friday,AH,1.3,54.0,70.0,0
2023-09-22,Friday,CGH,3.2,341.0,87.0,0
2023-09-22,Friday,KTPH,3.7,290.0,93.0,0
2023-09-22,Friday,NTFGH,2.4,339.0,95.0,0
2023-09-22,Friday,NUH(A),4.1,289.0,84.8,0
2023-09-22,Friday,SGH,1.5,311.0,80.3,0
2023-09-22,Friday,SKH,2.1,294.0,82.2,0
2023-09-22,Friday,TTSH,5.1,356.0,95.1,0
2023-09-22,Friday,WH,,,,0
2023-09-23,Saturday,AH,0.6,53.0,69.7,0
2023-09-23,Saturday,CGH,4.2,334.0,87.2,0
2023-09-23,Saturday,KTPH,2.9,275.0,93.6,0
2023-09-23,Saturday,NTFGH,2.3,276.0,95.4,0
2023-09-23,Saturday,NUH(A),3.1,274.0,80.9,0
2023-09-23,Saturday,SGH,0.9,321.0,79.5,0
2023-09-23,Saturday,SKH,1.5,282.0,79.3,0
2023-09-23,Saturday,TTSH,5.0,303.0,94.5,0
2023-09-23,Saturday,WH,,,,0
2023-09-24,Sunday,AH,1.4,56.0,67.5,0
2023-09-24,Sunday,CGH,4.9,312.0,88.3,0
2023-09-24,Sunday,KTPH,2.0,280.0,99.3,0
2023-09-24,Sunday,NTFGH,2.4,268.0,98.8,0
2023-09-24,Sunday,NUH(A),2.8,234.0,82.6,0
2023-09-24,Sunday,SGH,1.6,281.0,80.6,0
2023-09-24,Sunday,SKH,1.5,330.0,82.4,0
2023-09-24,Sunday,TTSH,5.0,309.0,97.2,0
2023-09-24,Sunday,WH,,,,0
2023-09-25,Monday,AH,1.3,76.0,71.5,0
2023-09-25,Monday,CGH,8.7,427.0,88.8,0
2023-09-25,Monday,KTPH,3.9,401.0,96.4,0
2023-09-25,Monday,NTFGH,4.1,398.0,99.3,0
2023-09-25,Monday,NUH(A),5.2,362.0,85.6,0
2023-09-25,Monday,SGH,2.3,406.0,84.9,0
2023-09-25,Monday,SKH,2.2,369.0,87.8,0
2023-09-25,Monday,TTSH,4.9,442.0,97.7,0
2023-09-25,Monday,WH,,,,0
2023-09-26,Tuesday,AH,0.8,69.0,70.4,0
2023-09-26,Tuesday,CGH,10.2,384.0,89.7,0
2023-09-26,Tuesday,KTPH,4.7,333.0,99.5,0
2023-09-26,Tuesday,NTFGH,6.6,370.0,99.6,0
2023-09-26,Tuesday,NUH(A),8.7,317.0,86.4,0
2023-09-26,Tuesday,SGH,3.4,333.0,87.7,0
2023-09-26,Tuesday,SKH,2.1,370.0,86.9,0
2023-09-26,Tuesday,TTSH,8.2,367.0,99.0,0
2023-09-26,Tuesday,WH,,,,0
2023-09-27,Wednesday,AH,1.8,82.0,72.2,0
2023-09-27,Wednesday,CGH,11.6,360.0,88.0,0
2023-09-27,Wednesday,KTPH,4.0,363.0,99.3,0
2023-09-27,Wednesday,NTFGH,11.3,323.0,100.0,0
2023-09-27,Wednesday,NUH(A),6.7,330.0,88.9,0
2023-09-27,Wednesday,SGH,5.1,324.0,87.2,0
2023-09-27,Wednesday,SKH,2.1,336.0,88.9,0
2023-09-27,Wednesday,TTSH,8.2,427.0,98.7,0
2023-09-27,Wednesday,WH,,,,0
2023-09-28,Thursday,AH,1.5,59.0,74.7,0
2023-09-28,Thursday,CGH,11.6,352.0,88.6,0
2023-09-28,Thursday,KTPH,2.6,317.0,96.3,0
2023-09-28,Thursday,NTFGH,8.0,309.0,100.0,0
2023-09-28,Thursday,NUH(A),8.6,300.0,88.9,0
2023-09-28,Thursday,SGH,3.7,294.0,86.2,0
2023-09-28,Thursday,SKH,3.2,348.0,86.1,0
2023-09-28,Thursday,TTSH,8.5,373.0,98.1,0
2023-09-28,Thursday,WH,,,,0
2023-09-29,Friday,AH,1.5,48.0,70.8,0
2023-09-29,Friday,CGH,13.5,390.0,88.2,0
2023-09-29,Friday,KTPH,4.2,319.0,96.9,0
2023-09-29,Friday,NTFGH,6.6,300.0,95.2,0
2023-09-29,Friday,NUH(A),6.9,291.0,85.7,0
2023-09-29,Friday,SGH,1.8,338.0,84.0,0
2023-09-29,Friday,SKH,4.8,372.0,82.7,0
2023-09-29,Friday,TTSH,6.5,354.0,95.9,0
2023-09-29,Friday,WH,,,,0
2023-09-30,Saturday,AH,1.0,54.0,71.8,0
2023-09-30,Saturday,CGH,10.6,356.0,87.9,0
2023-09-30,Saturday,KTPH,2.8,328.0,99.9,0
2023-09-30,Saturday,NTFGH,2.6,281.0,96.0,0
2023-09-30,Saturday,NUH(A),3.5,263.0,84.1,0
2023-09-30,Saturday,SGH,1.8,312.0,81.4,0
2023-09-30,Saturday,SKH,4.4,334.0,85.9,0
2023-09-30,Saturday,TTSH,5.7,337.0,97.1,0
2023-09-30,Saturday,WH,,,,0
2023-10-01,Sunday,AH,1.0,54.0,75.1,0
2023-10-01,Sunday,CGH,17.1,348.0,89.0,0
2023-10-01,Sunday,KTPH,9.7,367.0,100.0,0
2023-10-01,Sunday,NTFGH,4.6,281.0,97.0,0
2023-10-01,Sunday,NUH(A),2.5,261.0,85.0,0
2023-10-01,Sunday,SGH,1.2,286.0,82.9,0
2023-10-01,Sunday,SKH,2.5,352.0,88.8,0
2023-10-01,Sunday,TTSH,6.1,344.0,99.8,0
2023-10-01,Sunday,WH,,,,0
2023-10-02,Monday,AH,2.1,75.0,75.5,0
2023-10-02,Monday,CGH,18.7,428.0,90.2,0
2023-10-02,Monday,KTPH,17.8,350.0,100.0,0
2023-10-02,Monday,NTFGH,7.4,400.0,96.6,0
2023-10-02,Monday,NUH(A),5.0,348.0,88.6,0
2023-10-02,Monday,SGH,3.6,394.0,86.7,0
2023-10-02,Monday,SKH,3.4,406.0,88.8,0
2023-10-02,Monday,TTSH,8.7,427.0,98.1,0
2023-10-02,Monday,WH,,,,0
2023-10-03,Tuesday,AH,1.9,65.0,72.9,0
2023-10-03,Tuesday,CGH,15.1,403.0,90.3,0
2023-10-03,Tuesday,KTPH,17.7,350.0,99.8,0
2023-10-03,Tuesday,NTFGH,7.7,281.0,99.0,0
2023-10-03,Tuesday,NUH(A),5.4,301.0,87.9,0
2023-10-03,Tuesday,SGH,6.9,322.0,89.4,0
2023-10-03,Tuesday,SKH,5.9,360.0,88.3,0
2023-10-03,Tuesday,TTSH,9.2,384.0,99.0,0
2023-10-03,Tuesday,WH,,,,0
2023-10-04,Wednesday,AH,1.2,52.0,72.6,0
2023-10-04,Wednesday,CGH,17.1,384.0,88.6,0
2023-10-04,Wednesday,KTPH,14.6,316.0,100.0,0
2023-10-04,Wednesday,NTFGH,10.8,339.0,96.6,0
2023-10-04,Wednesday,NUH(A),4.1,318.0,87.1,0
2023-10-04,Wednesday,SGH,9.7,305.0,89.3,0
2023-10-04,Wednesday,SKH,5.3,342.0,88.2,0
2023-10-04,Wednesday,TTSH,12.3,393.0,97.0,0
2023-10-04,Wednesday,WH,,,,0
2023-10-05,Thursday,AH,2.0,70.0,74.4,0
2023-10-05,Thursday,CGH,13.0,375.0,89.2,0
2023-10-05,Thursday,KTPH,15.3,285.0,97.0,0
2023-10-05,Thursday,NTFGH,7.5,344.0,94.4,0
2023-10-05,Thursday,NUH(A),6.8,316.0,89.0,0
2023-10-05,Thursday,SGH,4.3,369.0,86.2,0
2023-10-05,Thursday,SKH,4.3,343.0,86.7,0
2023-10-05,Thursday,TTSH,10.2,377.0,98.0,0
2023-10-05,Thursday,WH,,,,0
2023-10-06,Friday,AH,1.3,59.0,67.1,0
2023-10-06,Friday,CGH,8.5,361.0,88.2,0
2023-10-06,Friday,KTPH,5.9,313.0,99.9,0
2023-10-06,Friday,NTFGH,4.1,323.0,93.6,0
2023-10-06,Friday,NUH(A),6.1,308.0,87.3,0
2023-10-06,Friday,SGH,2.5,326.0,82.3,0
2023-10-06,Friday,SKH,4.2,342.0,85.9,0
2023-10-06,Friday,TTSH,5.6,376.0,94.7,0
2023-10-06,Friday,WH,,,,0
2023-10-07,Saturday,AH,1.2,55.0,67.9,0
2023-10-07,Saturday,CGH,7.9,300.0,86.8,0
2023-10-07,Saturday,KTPH,3.6,300.0,100.0,0
2023-10-07,Saturday,NTFGH,3.1,272.0,94.3,0
2023-10-07,Saturday,NUH(A),5.3,282.0,85.4,0
2023-10-07,Saturday,SGH,1.8,289.0,80.2,0
2023-10-07,Saturday,SKH,2.6,293.0,85.0,0
2023-10-07,Saturday,TTSH,5.5,341.0,95.6,0
2023-10-07,Saturday,WH,,,,0
2023-10-08,Sunday,AH,1.8,63.0,69.3,0
2023-10-08,Sunday,CGH,7.0,329.0,87.4,0
2023-10-08,Sunday,KTPH,3.6,300.0,100.0,0
2023-10-08,Sunday,NTFGH,3.0,304.0,96.7,0
2023-10-08,Sunday,NUH(A),3.2,270.0,86.0,0
2023-10-08,Sunday,SGH,1.5,303.0,82.6,0
2023-10-08,Sunday,SKH,2.9,351.0,87.7,0
2023-10-08,Sunday,TTSH,8.2,349.0,98.7,0
2023-10-08,Sunday,WH,,,,0
2023-10-09,Monday,AH,1.7,75.0,73.3,0
2023-10-09,Monday,CGH,14.4,450.0,87.3,0
2023-10-09,Monday,KTPH,11.3,389.0,100.0,0
2023-10-09,Monday,NTFGH,18.4,369.0,95.9,0
2023-10-09,Monday,NUH(A),4.9,364.0,87.3,0
2023-10-09,Monday,SGH,2.8,371.0,86.3,0
2023-10-09,Monday,SKH,6.5,368.0,89.1,0
2023-10-09,Monday,TTSH,9.5,464.0,98.4,0
2023-10-09,Monday,WH,,,,0
2023-10-10,Tuesday,AH,1.9,67.0,77.6,0
2023-10-10,Tuesday,CGH,15.3,379.0,90.0,0
2023-10-10,Tuesday,KTPH,10.9,353.0,97.7,0
2023-10-10,Tuesday,NTFGH,10.3,332.0,97.5,0
2023-10-10,Tuesday,NUH(A),7.6,315.0,88.9,0
2023-10-10,Tuesday,SGH,6.1,367.0,87.4,0
2023-10-10,Tuesday,SKH,9.0,303.0,89.5,0
2023-10-10,Tuesday,TTSH,11.5,358.0,98.1,0
2023-10-10,Tuesday,WH,,,,0
2023-10-11,Wednesday,AH,1.5,64.0,77.3,0
2023-10-11,Wednesday,CGH,12.8,422.0,89.7,0
2023-10-11,Wednesday,KTPH,8.7,309.0,100.0,0
2023-10-11,Wednesday,NTFGH,6.8,339.0,96.7,0
2023-10-11,Wednesday,NUH(A),6.7,314.0,86.4,0
2023-10-11,Wednesday,SGH,7.0,321.0,86.9,0
2023-10-11,Wednesday,SKH,5.9,325.0,87.5,0
2023-10-11,Wednesday,TTSH,8.8,436.0,97.1,0
2023-10-11,Wednesday,WH,,,,0
2023-10-12,Thursday,AH,1.5,64.0,75.5,0
2023-10-12,Thursday,CGH,13.3,369.0,89.5,0
2023-10-12,Thursday,KTPH,6.3,333.0,100.0,0
2023-10-12,Thursday,NTFGH,6.1,318.0,98.9,0
2023-10-12,Thursday,NUH(A),6.3,325.0,87.7,0
2023-10-12,Thursday,SGH,9.2,335.0,86.9,0
2023-10-12,Thursday,SKH,3.1,351.0,83.4,0
2023-10-12,Thursday,TTSH,9.1,360.0,97.1,0
2023-10-12,Thursday,WH,,,,0
2023-10-13,Friday,AH,1.4,61.0,73.6,0
2023-10-13,Friday,CGH,15.3,333.0,87.7,0
2023-10-13,Friday,KTPH,9.3,330.0,95.9,0
2023-10-13,Friday,NTFGH,3.1,329.0,94.8,0
2023-10-13,Friday,NUH(A),4.6,286.0,84.3,0
2023-10-13,Friday,SGH,5.8,300.0,86.4,0
2023-10-13,Friday,SKH,3.0,324.0,82.7,0
2023-10-13,Friday,TTSH,10.0,353.0,95.5,0
2023-10-13,Friday,WH,,,,0
2023-10-14,Saturday,AH,1.0,44.0,74.0,0
2023-10-14,Saturday,CGH,9.3,317.0,88.1,0
2023-10-14,Saturday,KTPH,6.6,279.0,96.4,0
2023-10-14,Saturday,NTFGH,2.6,322.0,98.5,0
2023-10-14,Saturday,NUH(A),2.9,257.0,80.7,0
2023-10-14,Saturday,SGH,2.6,298.0,83.0,0
2023-10-14,Saturday,SKH,2.2,306.0,80.0,0
2023-10-14,Saturday,TTSH,5.7,316.0,96.5,0
2023-10-14,Saturday,WH,,,,0
2023-10-15,Sunday,AH,1.6,55.0,80.5,0
2023-10-15,Sunday,CGH,11.3,326.0,89.0,0
2023-10-15,Sunday,KTPH,2.3,285.0,99.1,0
2023-10-15,Sunday,NTFGH,4.9,309.0,100.0,0
2023-10-15,Sunday,NUH(A),2.3,262.0,81.6,0
2023-10-15,Sunday,SGH,4.2,287.0,85.3,0
2023-10-15,Sunday,SKH,2.2,333.0,85.0,0
2023-10-15,Sunday,TTSH,4.8,327.0,98.2,0
2023-10-15,Sunday,WH,,,,0
2023-10-16,Monday,AH,1.9,68.0,85.9,0
2023-10-16,Monday,CGH,12.0,404.0,88.3,0
2023-10-16,Monday,KTPH,5.5,372.0,97.1,0
2023-10-16,Monday,NTFGH,9.2,394.0,100.0,0
2023-10-16,Monday,NUH(A),2.9,359.0,84.3,0
2023-10-16,Monday,SGH,12.3,387.0,87.8,0
2023-10-16,Monday,SKH,7.7,379.0,87.9,0
2023-10-16,Monday,TTSH,8.8,444.0,99.8,0
2023-10-16,Monday,WH,,,,0
2023-10-17,Tuesday,AH,1.9,71.0,87.4,0
2023-10-17,Tuesday,CGH,8.8,384.0,90.5,0
2023-10-17,Tuesday,KTPH,4.7,351.0,95.8,0
2023-10-17,Tuesday,NTFGH,21.0,337.0,100.0,0
2023-10-17,Tuesday,NUH(A),5.1,314.0,86.5,0
2023-10-17,Tuesday,SGH,8.1,301.0,88.0,0
2023-10-17,Tuesday,SKH,6.7,360.0,87.0,0
2023-10-17,Tuesday,TTSH,14.3,381.0,97.6,0
2023-10-17,Tuesday,WH,,,,0
2023-10-18,Wednesday,AH,1.9,63.0,85.2,0
2023-10-18,Wednesday,CGH,8.5,343.0,87.4,0
2023-10-18,Wednesday,KTPH,6.2,310.0,97.2,0
2023-10-18,Wednesday,NTFGH,16.7,329.0,98.0,0
2023-10-18,Wednesday,NUH(A),5.2,273.0,86.5,0
2023-10-18,Wednesday,SGH,5.2,310.0,88.4,0
2023-10-18,Wednesday,SKH,7.3,362.0,85.5,0
2023-10-18,Wednesday,TTSH,12.1,380.0,97.5,0
2023-10-18,Wednesday,WH,,,,0
2023-10-19,Thursday,AH,1.7,46.0,80.9,0
2023-10-19,Thursday,CGH,3.5,366.0,86.3,0
2023-10-19,Thursday,KTPH,3.1,329.0,95.9,0
2023-10-19,Thursday,NTFGH,11.1,324.0,96.5,0
2023-10-19,Thursday,NUH(A),6.3,310.0,86.2,0
2023-10-19,Thursday,SGH,4.8,321.0,86.6,0
2023-10-19,Thursday,SKH,5.1,342.0,87.7,0
2023-10-19,Thursday,TTSH,7.2,375.0,96.3,0
2023-10-19,Thursday,WH,,,,0
2023-10-20,Friday,AH,1.2,66.0,74.4,0
2023-10-20,Friday,CGH,4.1,358.0,87.3,0
2023-10-20,Friday,KTPH,2.0,336.0,93.4,0
2023-10-20,Friday,NTFGH,3.7,312.0,98.8,0
2023-10-20,Friday,NUH(A),3.6,308.0,86.2,0
2023-10-20,Friday,SGH,2.6,320.0,84.0,0
2023-10-20,Friday,SKH,4.1,324.0,86.7,0
2023-10-20,Friday,TTSH,7.2,402.0,95.0,0
2023-10-20,Friday,WH,,,,0
2023-10-21,Saturday,AH,1.5,51.0,71.5,0
2023-10-21,Saturday,CGH,2.8,324.0,86.5,0
2023-10-21,Saturday,KTPH,1.2,270.0,95.8,0
2023-10-21,Saturday,NTFGH,2.6,260.0,98.9,0
2023-10-21,Saturday,NUH(A),2.4,248.0,80.6,0
2023-10-21,Saturday,SGH,1.6,315.0,80.9,0
2023-10-21,Saturday,SKH,2.7,302.0,85.4,0
2023-10-21,Saturday,TTSH,5.3,333.0,97.4,0
2023-10-21,Saturday,WH,,,,0
2023-10-22,Sunday,AH,1.2,48.0,72.6,0
2023-10-22,Sunday,CGH,2.9,316.0,88.3,0
2023-10-22,Sunday,KTPH,1.2,268.0,99.3,0
2023-10-22,Sunday,NTFGH,4.2,278.0,99.0,0
2023-10-22,Sunday,NUH(A),2.1,254.0,81.7,0
2023-10-22,Sunday,SGH,1.0,253.0,82.4,0
2023-10-22,Sunday,SKH,3.2,318.0,86.9,0
2023-10-22,Sunday,TTSH,9.8,345.0,99.1,0
2023-10-22,Sunday,WH,,,,0
2023-10-23,Monday,AH,1.5,69.0,78.0,0
2023-10-23,Monday,CGH,16.9,399.0,84.5,0
2023-10-23,Monday,KTPH,7.7,364.0,99.4,0
2023-10-23,Monday,NTFGH,7.2,402.0,98.9,0
2023-10-23,Monday,NUH(A),3.6,388.0,85.6,0
2023-10-23,Monday,SGH,3.4,388.0,86.0,0
2023-10-23,Monday,SKH,4.7,399.0,89.9,0
2023-10-23,Monday,TTSH,11.8,382.0,98.1,0
2023-10-23,Monday,WH,,,,0
2023-10-24,Tuesday,AH,1.8,74.0,83.0,0
2023-10-24,Tuesday,CGH,12.3,351.0,86.0,0
2023-10-24,Tuesday,KTPH,11.2,300.0,98.4,0
2023-10-24,Tuesday,NTFGH,8.1,321.0,98.0,0
2023-10-24,Tuesday,NUH(A),5.8,303.0,87.9,0
2023-10-24,Tuesday,SGH,4.5,265.0,87.3,0
2023-10-24,Tuesday,SKH,6.0,342.0,90.4,0
2023-10-24,Tuesday,TTSH,13.1,361.0,97.7,0
2023-10-24,Tuesday,WH,,,,0
2023-10-25,Wednesday,AH,1.9,71.0,83.0,0
2023-10-25,Wednesday,CGH,6.0,357.0,85.7,0
2023-10-25,Wednesday,KTPH,4.2,298.0,94.8,0
2023-10-25,Wednesday,NTFGH,5.0,322.0,95.1,0
2023-10-25,Wednesday,NUH(A),3.9,293.0,87.5,0
2023-10-25,Wednesday,SGH,4.8,317.0,86.0,0
2023-10-25,Wednesday,SKH,5.9,336.0,89.1,0
2023-10-25,Wednesday,TTSH,9.9,384.0,97.1,0
2023-10-25,Wednesday,WH,,,,0
2023-10-26,Thursday,AH,2.5,74.0,81.6,0
2023-10-26,Thursday,CGH,11.0,361.0,84.6,0
2023-10-26,Thursday,KTPH,1.5,312.0,92.9,0
2023-10-26,Thursday,NTFGH,3.0,317.0,94.5,0
2023-10-26,Thursday,NUH(A),3.6,297.0,87.2,0
2023-10-26,Thursday,SGH,4.7,290.0,84.9,0
2023-10-26,Thursday,SKH,4.0,340.0,86.5,0
2023-10-26,Thursday,TTSH,9.6,383.0,97.3,0
2023-10-26,Thursday,WH,,,,0
2023-10-27,Friday,AH,1.5,66.0,74.0,0
2023-10-27,Friday,CGH,6.2,377.0,84.0,0
2023-10-27,Friday,KTPH,1.4,318.0,92.0,0
2023-10-27,Friday,NTFGH,2.4,294.0,89.2,0
2023-10-27,Friday,NUH(A),3.8,312.0,84.5,0
2023-10-27,Friday,SGH,2.3,304.0,81.3,0
2023-10-27,Friday,SKH,3.0,323.0,83.7,0
2023-10-27,Friday,TTSH,9.7,361.0,98.5,0
2023-10-27,Friday,WH,,,,0
2023-10-28,Saturday,AH,0.9,53.0,70.4,0
2023-10-28,Saturday,CGH,2.7,335.0,84.9,0
2023-10-28,Saturday,KTPH,2.5,275.0,91.9,0
2023-10-28,Saturday,NTFGH,2.1,307.0,90.7,0
2023-10-28,Saturday,NUH(A),3.5,258.0,81.7,0
2023-10-28,Saturday,SGH,1.8,281.0,79.8,0
2023-10-28,Saturday,SKH,1.8,299.0,81.6,0
2023-10-28,Saturday,TTSH,6.6,338.0,97.6,0
2023-10-28,Saturday,WH,,,,0
2023-10-29,Sunday,AH,1.3,67.0,72.9,0
2023-10-29,Sunday,CGH,3.8,351.0,86.0,0
2023-10-29,Sunday,KTPH,1.5,256.0,95.4,0
2023-10-29,Sunday,NTFGH,2.4,294.0,96.3,0
2023-10-29,Sunday,NUH(A),2.4,223.0,83.6,0
2023-10-29,Sunday,SGH,1.4,300.0,82.0,0
2023-10-29,Sunday,SKH,2.1,323.0,84.8,0
2023-10-29,Sunday,TTSH,8.3,323.0,99.7,0
2023-10-29,Sunday,WH,,,,0
2023-10-30,Monday,AH,1.5,75.0,76.9,0
2023-10-30,Monday,CGH,12.3,439.0,86.6,0
2023-10-30,Monday,KTPH,2.7,385.0,98.8,0
2023-10-30,Monday,NTFGH,6.0,391.0,96.0,0
2023-10-30,Monday,NUH(A),4.8,370.0,88.2,0
2023-10-30,Monday,SGH,3.1,353.0,84.8,0
2023-10-30,Monday,SKH,3.3,404.0,88.8,0
2023-10-30,Monday,TTSH,8.6,426.0,98.6,0
2023-10-30,Monday,WH,,,,0
2023-10-31,Tuesday,AH,1.4,48.0,70.8,0
2023-10-31,Tuesday,CGH,19.7,345.0,86.8,0
2023-10-31,Tuesday,KTPH,7.6,324.0,100.0,0
2023-10-31,Tuesday,NTFGH,5.3,321.0,97.7,0
2023-10-31,Tuesday,NUH(A),6.0,293.0,89.3,0
2023-10-31,Tuesday,SGH,3.0,320.0,86.1,0
2023-10-31,Tuesday,SKH,4.9,352.0,88.9,0
2023-10-31,Tuesday,TTSH,11.6,362.0,98.4,0
2023-10-31,Tuesday,WH,,,,0
2023-11-01,Wednesday,AH,1.3,66.0,67.1,0
2023-11-01,Wednesday,CGH,21.8,390.0,86.6,0
2023-11-01,Wednesday,KTPH,7.2,352.0,100.0,0
2023-11-01,Wednesday,NTFGH,6.0,313.0,95.4,0
2023-11-01,Wednesday,NUH(A),7.1,298.0,88.1,0
2023-11-01,Wednesday,SGH,2.6,318.0,85.3,0
2023-11-01,Wednesday,SKH,5.3,310.0,89.0,0
2023-11-01,Wednesday,TTSH,13.3,365.0,96.5,0
2023-11-01,Wednesday,WH,,,,0
2023-11-02,Thursday,AH,1.5,52.0,67.1,0
2023-11-02,Thursday,CGH,8.2,363.0,85.3,0
2023-11-02,Thursday,KTPH,5.7,279.0,100.0,0
2023-11-02,Thursday,NTFGH,2.3,299.0,92.4,0
2023-11-02,Thursday,NUH(A),3.6,320.0,85.5,0
2023-11-02,Thursday,SGH,4.3,337.0,86.0,0
2023-11-02,Thursday,SKH,4.5,337.0,88.5,0
2023-11-02,Thursday,TTSH,10.0,350.0,96.5,0
2023-11-02,Thursday,WH,,,,0
2023-11-03,Friday,AH,1.6,66.0,63.2,0
2023-11-03,Friday,CGH,9.5,355.0,86.3,0
2023-11-03,Friday,KTPH,6.8,277.0,96.9,0
2023-11-03,Friday,NTFGH,1.8,276.0,87.8,0
2023-11-03,Friday,NUH(A),4.0,311.0,82.9,0
2023-11-03,Friday,SGH,3.3,283.0,83.4,0
2023-11-03,Friday,SKH,3.1,299.0,84.9,0
2023-11-03,Friday,TTSH,8.0,347.0,97.6,0
2023-11-03,Friday,WH,,,,0
2023-11-04,Saturday,AH,1.0,58.0,62.8,0
2023-11-04,Saturday,CGH,12.5,334.0,85.0,0
2023-11-04,Saturday,KTPH,2.1,253.0,96.3,0
2023-11-04,Saturday,NTFGH,2.0,257.0,90.3,0
2023-11-04,Saturday,NUH(A),3.3,270.0,81.4,0
2023-11-04,Saturday,SGH,1.1,281.0,81.0,0
2023-11-04,Saturday,SKH,2.1,277.0,82.5,0
2023-11-04,Saturday,TTSH,5.2,296.0,98.1,0
2023-11-04,Saturday,WH,,,,0
2023-11-05,Sunday,AH,1.6,55.0,61.0,0
2023-11-05,Sunday,CGH,6.8,314.0,86.6,0
2023-11-05,Sunday,KTPH,5.2,278.0,97.2,0
2023-11-05,Sunday,NTFGH,1.8,284.0,95.1,0
2023-11-05,Sunday,NUH(A),3.0,261.0,83.2,0
2023-11-05,Sunday,SGH,2.8,300.0,82.0,0
2023-11-05,Sunday,SKH,2.4,316.0,85.4,0
2023-11-05,Sunday,TTSH,3.7,297.0,99.0,0
2023-11-05,Sunday,WH,,,,0
2023-11-06,Monday,AH,1.7,80.0,65.3,0
2023-11-06,Monday,CGH,25.1,400.0,86.6,0
2023-11-06,Monday,KTPH,10.4,361.0,98.5,0
2023-11-06,Monday,NTFGH,3.4,389.0,95.5,0
2023-11-06,Monday,NUH(A),3.8,328.0,85.3,0
2023-11-06,Monday,SGH,5.3,362.0,86.3,0
2023-11-06,Monday,SKH,4.4,369.0,87.3,0
2023-11-06,Monday,TTSH,5.0,399.0,98.8,0
2023-11-06,Monday,WH,,,,0
2023-11-07,Tuesday,AH,1.1,61.0,66.1,0
2023-11-07,Tuesday,CGH,16.1,338.0,86.5,0
2023-11-07,Tuesday,KTPH,8.1,316.0,98.5,0
2023-11-07,Tuesday,NTFGH,4.2,304.0,96.5,0
