Date,north,south,east,west,central,PSI_Max,PSI_Avg
2014-04-01,60,58,59,67,59,67,60.6
2014-04-02,58,56,57,64,58,64,58.6
2014-04-03,57,54,54,63,57,63,57.0
2014-04-04,62,63,63,59,64,64,62.2
2014-04-05,67,66,68,62,68,68,66.2
2014-04-06,58,59,59,54,59,59,57.8
2014-04-07,53,53,54,54,52,54,53.2
2014-04-08,60,57,55,59,57,60,57.6
2014-04-09,62,56,60,60,59,62,59.4
2014-04-10,62,57,61,60,60,62,60.0
2014-04-11,65,61,62,62,61,65,62.2
2014-04-12,63,60,62,61,61,63,61.4
2014-04-13,61,59,58,61,60,61,59.8
2014-04-14,63,59,55,65,60,65,60.4
2014-04-15,69,67,70,66,67,70,67.8
2014-04-16,69,66,68,63,66,69,66.4
2014-04-17,74,67,71,69,71,74,70.4
2014-04-18,73,67,72,69,71,73,70.4
2014-04-19,73,62,64,64,65,73,65.6
2014-04-20,71,61,64,64,65,71,65.0
2014-04-21,65,64,65,59,62,65,63.0
2014-04-22,65,63,67,58,60,67,62.6
2014-04-23,65,63,67,62,63,67,64.0
2014-04-24,62,61,59,61,60,62,60.6
2014-04-25,67,62,68,68,66,68,66.2
2014-04-26,72,67,69,74,71,74,70.6
2014-04-27,69,64,62,71,68,71,66.8
2014-04-28,64,63,64,69,67,69,65.4
2014-04-29,64,62,63,63,63,64,63.0
2014-04-30,73,68,73,66,68,73,69.6
2014-05-01,72,64,66,69,66,72,67.4
2014-05-02,59,54,53,55,59,59,56.0
2014-05-03,57,51,47,56,53,57,52.8
2014-05-04,60,46,54,58,56,60,54.8
2014-05-05,57,53,54,61,56,61,56.2
2014-05-06,56,52,51,59,54,59,54.4
2014-05-07,55,54,53,58,52,58,54.4
2014-05-08,57,54,55,53,56,57,55.0
2014-05-09,74,68,66,71,73,74,70.4
2014-05-10,67,63,62,70,65,70,65.4
2014-05-11,58,54,58,60,58,60,57.6
2014-05-12,63,56,60,62,60,63,60.2
2014-05-13,66,61,61,60,62,66,62.0
2014-05-14,67,62,63,58,65,67,63.0
2014-05-15,60,53,57,53,58,60,56.2
2014-05-16,57,52,46,55,53,57,52.6
2014-05-17,54,52,48,55,53,55,52.4
2014-05-18,53,43,38,40,50,53,44.8
2014-05-19,54,49,51,52,52,54,51.6
2014-05-20,52,46,46,53,51,53,49.6
2014-05-21,67,63,65,58,64,67,63.4
2014-05-22,70,63,65,69,68,70,67.0
2014-05-23,61,54,55,62,59,62,58.2
2014-05-24,61,58,55,59,57,61,58.0
2014-05-25,57,55,52,56,54,57,54.8
2014-05-26,54,42,40,53,39,54,45.6
2014-05-27,67,62,63,56,60,67,61.6
2014-05-28,65,61,61,52,59,65,59.6
2014-05-29,60,56,59,60,58,60,58.6
2014-05-30,62,57,60,61,61,62,60.2
2014-05-31,59,57,57,53,59,59,57.0
2014-06-01,45,36,40,44,43,45,41.6
2014-06-02,54,51,47,58,51,58,52.2
2014-06-03,54,52,49,58,52,58,53.0
2014-06-04,55,52,45,56,52,56,52.0
2014-06-05,55,49,48,54,52,55,51.6
2014-06-06,55,51,51,44,52,55,50.6
2014-06-07,63,56,58,56,56,63,57.8
2014-06-08,57,50,52,54,53,57,53.2
2014-06-09,53,51,45,54,45,54,49.6
2014-06-10,62,53,53,65,55,65,57.6
2014-06-11,61,52,52,62,56,62,56.6
2014-06-12,52,47,51,53,52,53,51.0
2014-06-13,55,55,55,58,55,58,55.6
2014-06-14,54,53,54,56,53,56,54.0
2014-06-15,46,50,47,54,47,54,48.8
2014-06-16,53,53,54,54,52,54,53.2
2014-06-17,52,51,53,53,52,53,52.2
2014-06-18,48,49,45,53,50,53,49.0
2014-06-19,53,52,49,52,51,53,51.4
2014-06-20,53,51,51,54,52,54,52.2
2014-06-21,55,53,53,56,54,56,54.2
2014-06-22,62,59,62,61,62,62,61.2
2014-06-23,63,59,62,61,62,63,61.4
2014-06-24,64,61,65,65,64,65,63.8
2014-06-25,61,58,60,65,60,65,60.8
2014-06-26,50,52,46,55,46,55,49.8
2014-06-27,55,53,53,54,52,55,53.4
2014-06-28,59,56,53,58,56,59,56.4
2014-06-29,59,55,53,58,56,59,56.2
2014-06-30,61,55,57,56,58,61,57.4
2014-07-01,54,52,52,56,54,56,53.6
2014-07-02,59,53,54,60,56,60,56.4
2014-07-03,64,60,60,63,59,64,61.2
2014-07-04,64,60,60,63,60,64,61.4
2014-07-05,61,59,59,64,61,64,60.8
2014-07-06,62,59,54,59,58,62,58.4
2014-07-07,55,55,52,56,52,56,54.0
2014-07-08,56,54,53,56,54,56,54.6
2014-07-09,56,54,53,56,55,56,54.8
2014-07-10,54,47,51,57,49,57,51.6
2014-07-11,56,55,52,59,53,59,55.0
2014-07-12,57,55,56,58,55,58,56.2
2014-07-13,57,54,56,51,55,57,54.6
2014-07-14,55,53,52,54,52,55,53.2
2014-07-15,56,56,56,58,54,58,56.0
2014-07-16,57,54,55,58,54,58,55.6
2014-07-17,63,56,57,64,57,64,59.4
2014-07-18,62,55,56,59,57,62,57.8
2014-07-19,57,55,53,57,55,57,55.4
2014-07-20,56,53,52,55,52,56,53.6
2014-07-21,52,50,50,54,51,54,51.4
2014-07-22,48,49,49,53,49,53,49.6
2014-07-23,53,54,54,57,54,57,54.4
2014-07-24,59,56,57,60,55,60,57.4
2014-07-25,61,58,60,62,57,62,59.6
2014-07-26,61,58,58,61,56,61,58.8
2014-07-27,58,54,56,59,55,59,56.4
2014-07-28,55,52,53,56,55,56,54.2
2014-07-29,52,52,53,57,55,57,53.8
2014-07-30,57,57,53,58,57,58,56.4
2014-07-31,56,56,55,58,55,58,56.0
2014-08-01,45,42,43,48,43,48,44.2
2014-08-02,56,54,53,56,55,56,54.8
2014-08-03,59,57,57,59,57,59,57.8
2014-08-04,58,56,57,59,57,59,57.4
2014-08-05,56,57,56,59,56,59,56.8
2014-08-06,45,48,45,53,43,53,46.8
2014-08-07,46,49,45,52,42,52,46.8
2014-08-08,40,39,43,49,46,49,43.4
2014-08-09,41,40,40,44,47,47,42.4
2014-08-10,37,29,29,39,29,39,32.6
2014-08-11,43,41,31,41,35,43,38.2
2014-08-12,48,44,39,52,44,52,45.4
2014-08-13,55,52,49,53,52,55,52.2
2014-08-14,54,52,48,53,52,54,51.8
2014-08-15,54,53,53,52,53,54,53.0
2014-08-16,65,58,57,65,65,65,62.0
2014-08-17,62,56,55,64,63,64,60.0
2014-08-18,58,54,55,60,55,60,56.4
2014-08-19,59,57,57,61,58,61,58.4
2014-08-20,62,57,58,65,59,65,60.2
2014-08-21,62,59,59,65,60,65,61.0
2014-08-22,63,60,59,65,61,65,61.6
2014-08-23,55,52,50,60,52,60,53.8
2014-08-24,59,57,54,56,56,59,56.4
2014-08-25,59,60,59,61,59,61,59.6
2014-08-26,64,61,60,63,63,64,62.2
2014-08-27,62,60,59,61,62,62,60.8
2014-08-28,59,55,54,55,56,59,55.8
2014-08-29,56,55,53,58,54,58,55.2
2014-08-30,62,57,57,62,56,62,58.8
2014-08-31,62,55,54,61,55,62,57.4
2014-09-01,62,61,60,65,59,65,61.4
2014-09-02,63,61,61,65,62,65,62.4
2014-09-03,68,66,65,68,67,68,66.8
2014-09-04,75,72,69,73,71,75,72.0
2014-09-05,73,71,69,75,71,75,71.8
2014-09-06,64,62,63,61,63,64,62.6
2014-09-07,58,51,53,56,53,58,54.2
2014-09-08,65,66,65,65,65,66,65.2
2014-09-09,65,66,64,65,66,66,65.2
2014-09-10,65,64,65,63,63,65,64.0
2014-09-11,63,64,61,64,63,64,63.0
2014-09-12,69,66,63,70,68,70,67.2
2014-09-13,66,66,68,70,67,70,67.4
2014-09-14,67,67,68,78,66,78,69.2
2014-09-15,80,87,86,107,81,107,88.2
2014-09-16,76,84,82,97,80,97,83.8
2014-09-17,68,69,68,73,66,73,68.8
2014-09-18,99,103,99,99,97,103,99.4
2014-09-19,102,105,101,98,98,105,100.8
2014-09-20,86,88,84,89,83,89,86.0
2014-09-21,68,68,70,64,67,70,67.4
2014-09-22,92,85,89,88,89,92,88.6
2014-09-23,78,69,72,77,74,78,74.0
2014-09-24,70,70,69,73,68,73,70.0
2014-09-25,69,69,67,70,67,70,68.4
2014-09-26,69,65,65,71,66,71,67.2
2014-09-27,67,67,66,78,66,78,68.8
2014-09-28,74,71,71,81,72,81,73.8
2014-09-29,74,71,71,80,73,80,73.8
2014-09-30,75,74,72,79,71,79,74.2
2014-10-01,83,79,76,89,77,89,80.8
2014-10-02,75,76,73,81,72,81,75.4
2014-10-03,74,76,73,79,72,79,74.8
2014-10-04,71,75,71,76,69,76,72.4
2014-10-05,65,64,67,64,63,67,64.6
2014-10-06,91,107,99,102,96,107,99.0
2014-10-07,107,124,116,125,113,125,117.0
2014-10-08,81,85,81,91,80,91,83.6
2014-10-09,80,85,81,92,80,92,83.6
2014-10-10,64,63,63,70,60,70,64.0
2014-10-11,82,93,89,93,85,93,88.4
2014-10-12,92,105,102,103,96,105,99.6
2014-10-13,81,93,86,91,83,93,86.8
2014-10-14,69,69,67,80,68,80,70.6
2014-10-15,71,78,71,82,74,82,75.2
2014-10-16,70,76,71,83,73,83,74.6
2014-10-17,62,65,62,70,61,70,64.0
2014-10-18,71,76,76,70,73,76,73.2
2014-10-19,88,102,96,102,88,102,95.2
2014-10-20,89,95,91,106,85,106,93.2
2014-10-21,80,78,80,95,75,95,81.6
2014-10-22,70,72,70,75,68,75,71.0
2014-10-23,75,78,77,80,78,80,77.6
2014-10-24,76,77,78,79,78,79,77.6
2014-10-25,76,74,71,79,70,79,74.0
2014-10-26,70,67,68,78,64,78,69.4
2014-10-27,64,58,63,65,57,65,61.4
2014-10-28,65,71,73,66,68,73,68.6
2014-10-29,69,76,74,86,75,86,76.0
2014-10-30,71,67,72,79,67,79,71.2
2014-10-31,68,75,74,76,69,76,72.4
2014-11-01,71,72,67,66,69,72,69.0
2014-11-02,85,91,89,90,87,91,88.4
2014-11-03,108,115,105,120,106,120,110.8
2014-11-04,91,91,82,95,83,95,88.4
2014-11-05,71,77,74,79,72,79,74.6
2014-11-06,68,69,72,74,68,74,70.2
2014-11-07,67,66,66,66,63,67,65.6
2014-11-08,56,62,61,58,57,62,58.8
2014-11-09,54,59,57,54,54,59,55.6
2014-11-10,62,65,66,70,62,70,65.0
2014-11-11,66,63,65,69,61,69,64.8
2014-11-12,63,77,67,70,70,77,69.4
2014-11-13,66,75,66,69,68,75,68.8
2014-11-14,55,54,53,52,52,55,53.2
2014-11-15,49,36,49,29,36,49,39.8
2014-11-16,42,38,53,40,42,53,43.0
2014-11-17,45,53,52,46,50,53,49.2
2014-11-18,46,52,51,49,46,52,48.8
2014-11-19,52,49,51,51,46,52,49.8
2014-11-20,42,46,49,43,40,49,44.0
2014-11-21,51,47,49,51,51,51,49.8
2014-11-22,58,52,47,57,46,58,52.0
2014-11-23,56,46,49,57,50,57,51.6
2014-11-24,51,55,54,51,50,55,52.2
2014-11-25,46,54,56,51,49,56,51.2
2014-11-26,48,53,57,45,52,57,51.0
2014-11-27,52,53,57,51,51,57,52.8
2014-11-28,52,54,53,52,52,54,52.6
2014-11-29,51,46,44,48,49,51,47.6
2014-11-30,52,46,54,36,48,54,47.2
2014-12-01,52,52,53,45,55,55,51.4
2014-12-02,56,52,56,51,55,56,54.0
2014-12-03,57,60,60,54,56,60,57.4
2014-12-04,59,60,60,57,56,60,58.4
2014-12-05,61,67,67,66,65,67,65.2
2014-12-06,58,65,64,65,64,65,63.2
2014-12-07,49,42,54,52,45,54,48.4
2014-12-08,46,52,49,39,38,52,44.8
2014-12-09,48,52,52,51,43,52,49.2
2014-12-10,53,54,55,52,49,55,52.6
2014-12-11,55,54,56,55,49,56,53.8
2014-12-12,53,53,53,55,48,55,52.4
2014-12-13,50,45,51,54,44,54,48.8
2014-12-14,52,53,52,53,50,53,52.0
2014-12-15,51,52,50,52,46,52,50.2
2014-12-16,45,41,49,37,35,49,41.4
2014-12-17,42,45,48,44,35,48,42.8
2014-12-18,38,43,51,45,36,51,42.6
2014-12-19,36,39,48,41,31,48,39.0
2014-12-20,38,35,43,27,34,43,35.4
2014-12-21,38,32,41,27,33,41,34.2
2014-12-22,34,42,41,30,29,42,35.2
2014-12-23,33,46,45,31,34,46,37.8
2014-12-24,39,47,45,40,35,47,41.2
2014-12-25,53,52,52,54,45,54,51.2
2014-12-26,54,53,54,54,53,54,53.6
2014-12-27,42,39,53,34,45,53,42.6
2014-12-28,34,39,44,30,38,44,37.0
2014-12-29,28,26,32,24,22,32,26.4
2014-12-30,31,28,31,27,28,31,29.0
2014-12-31,51,48,53,52,42,53,49.2
2015-01-01,55,56,59,57,54,59,56.2
2015-01-02,57,56,59,57,54,59,56.6
2015-01-03,58,57,65,59,53,65,58.4
2015-01-04,54,54,62,56,51,62,55.4
2015-01-05,42,46,52,45,37,52,44.4
2015-01-06,51,52,54,48,42,54,49.4
2015-01-07,45,45,52,40,36,52,43.6
2015-01-08,44,39,48,39,31,48,40.2
2015-01-09,35,40,39,28,30,40,34.4
2015-01-10,30,35,39,30,31,39,33.0
2015-01-11,36,39,52,38,33,52,39.6
2015-01-12,43,47,52,44,36,52,44.4
2015-01-13,42,44,52,46,36,52,44.0
2015-01-14,38,39,46,42,32,46,39.4
2015-01-15,47,43,55,44,31,55,44.0
2015-01-16,53,47,55,49,42,55,49.2
2015-01-17,55,52,58,55,51,58,54.2
2015-01-18,55,52,57,55,46,57,53.0
2015-01-19,52,56,57,56,49,57,54.0
2015-01-20,55,57,58,60,54,60,56.8
2015-01-21,58,60,63,63,56,63,60.0
2015-01-22,61,66,66,65,63,66,64.2
2015-01-23,64,68,68,66,65,68,66.2
2015-01-24,56,58,60,61,59,61,58.8
2015-01-25,67,78,74,73,70,78,72.4
2015-01-26,68,77,73,72,70,77,72.0
2015-01-27,61,66,64,65,62,66,63.6
2015-01-28,52,57,57,59,57,59,56.4
2015-01-29,52,51,52,58,50,58,52.6
2015-01-30,33,44,43,51,35,51,41.2
2015-01-31,44,42,51,49,38,51,44.8
2015-02-01,43,45,52,48,36,52,44.8
2015-02-02,53,49,56,52,37,56,49.4
2015-02-03,56,52,58,54,39,58,51.8
2015-02-04,52,43,56,49,37,56,47.4
2015-02-05,40,52,54,53,38,54,47.4
2015-02-06,41,52,53,52,38,53,47.2
2015-02-07,55,53,54,52,44,55,51.6
2015-02-08,57,57,58,56,53,58,56.2
2015-02-09,56,56,58,55,54,58,55.8
2015-02-10,57,54,56,56,52,57,55.0
2015-02-11,59,58,65,62,58,65,60.4
2015-02-12,61,61,68,67,61,68,63.6
2015-02-13,59,60,81,64,59,81,64.6
2015-02-14,56,60,83,64,59,83,64.4
2015-02-15,56,73,69,61,58,73,63.4
2015-02-16,55,69,63,61,56,69,60.8
2015-02-17,55,64,61,59,57,64,59.2
2015-02-18,53,56,55,55,54,56,54.6
2015-02-19,53,53,55,47,51,55,51.8
2015-02-20,39,37,50,43,41,50,42.0
2015-02-21,45,49,51,51,49,51,49.0
2015-02-22,45,49,52,51,48,52,49.0
2015-02-23,39,47,53,54,41,54,46.8
2015-02-24,44,56,53,54,52,56,51.8
2015-02-25,47,55,55,55,52,55,52.8
2015-02-26,51,53,56,57,54,57,54.2
2015-02-27,53,54,56,57,54,57,54.8
2015-02-28,52,53,55,54,53,55,53.4
2015-03-01,47,48,52,44,46,52,47.4
2015-03-02,48,48,52,54,45,54,49.4
2015-03-03,52,56,57,60,47,60,54.4
2015-03-04,53,56,58,59,54,59,56.0
2015-03-05,54,56,58,63,59,63,58.0
2015-03-06,58,60,62,67,61,67,61.6
2015-03-07,58,62,62,67,60,67,61.8
2015-03-08,49,52,53,53,50,53,51.4
2015-03-09,47,46,52,52,37,52,46.8
2015-03-10,52,53,53,51,44,53,50.6
2015-03-11,51,52,51,52,45,52,50.2
2015-03-12,51,54,53,53,51,54,52.4
2015-03-13,51,53,53,53,53,53,52.6
2015-03-14,47,52,49,55,48,55,50.2
2015-03-15,47,41,46,54,45,54,46.6
2015-03-16,54,54,55,59,53,59,55.0
2015-03-17,58,58,56,64,55,64,58.2
2015-03-18,60,57,56,66,55,66,58.8
2015-03-19,60,57,60,67,59,67,60.6
2015-03-20,76,78,93,84,77,93,81.6
2015-03-21,79,79,77,85,78,85,79.6
2015-03-22,71,71,73,78,71,78,72.8
2015-03-23,66,66,66,71,64,71,66.6
2015-03-24,66,63,66,70,65,70,66.0
2015-03-25,60,55,57,62,57,62,58.2
2015-03-26,55,53,53,56,54,56,54.2
2015-03-27,53,54,53,56,54,56,54.0
2015-03-28,51,59,52,54,51,59,53.4
2015-03-29,54,59,53,57,51,59,54.8
2015-03-30,56,57,54,54,50,57,54.2
2015-03-31,56,54,55,57,53,57,55.0
2015-04-01,58,56,56,57,54,58,56.2
2015-04-02,55,55,57,52,53,57,54.4
2015-04-03,60,63,64,57,61,64,61.0
2015-04-04,66,67,69,66,66,69,66.8
2015-04-05,66,65,63,67,63,67,64.8
2015-04-06,62,64,65,67,64,67,64.4
2015-04-07,61,61,62,67,65,67,63.2
2015-04-08,52,51,49,58,53,58,52.6
2015-04-09,46,53,40,54,43,54,47.2
2015-04-10,47,53,44,52,45,53,48.2
2015-04-11,49,48,52,54,46,54,49.8
2015-04-12,57,53,58,62,52,62,56.4
2015-04-13,54,54,55,60,55,60,55.6
2015-04-14,54,55,54,60,55,60,55.6
2015-04-15,48,48,47,53,48,53,48.8
2015-04-16,53,46,40,52,39,53,46.0
2015-04-17,56,52,49,57,53,57,53.4
2015-04-18,60,61,55,64,57,64,59.4
2015-04-19,59,62,55,64,57,64,59.4
2015-04-20,63,66,61,61,63,66,62.8
2015-04-21,76,68,71,86,73,86,74.8
2015-04-22,72,68,70,79,71,79,72.0
2015-04-23,61,62,67,53,59,67,60.4
2015-04-24,60,63,62,52,61,63,59.6
2015-04-25,58,54,59,47,57,59,55.0
2015-04-26,54,50,54,51,52,54,52.2
2015-04-27,56,56,60,56,53,60,56.2
2015-04-28,60,62,64,64,58,64,61.6
2015-04-29,54,54,59,55,56,59,55.6
2015-04-30,54,56,57,54,56,57,55.4
2015-05-01,58,61,61,58,58,61,59.2
2015-05-02,57,61,59,55,57,61,57.8
2015-05-03,56,59,58,53,55,59,56.2
2015-05-04,61,57,56,57,54,61,57.0
2015-05-05,70,69,73,69,64,73,69.0
2015-05-06,67,61,66,66,65,67,65.0
2015-05-07,62,59,56,66,65,66,61.6
2015-05-08,61,53,51,63,52,63,56.0
2015-05-09,58,48,44,58,47,58,51.0
2015-05-10,44,48,40,51,42,51,45.0
2015-05-11,52,50,47,54,42,54,49.0
2015-05-12,51,51,40,52,41,52,47.0
2015-05-13,57,51,51,58,47,58,52.8
2015-05-14,56,51,50,58,46,58,52.2
2015-05-15,65,59,59,58,58,65,59.8
2015-05-16,64,59,57,58,57,64,59.0
2015-05-17,42,28,35,48,32,48,37.0
2015-05-18,59,48,54,60,55,60,55.2
2015-05-19,65,49,53,61,54,65,56.4
2015-05-20,63,47,50,58,51,63,53.8
2015-05-21,60,56,54,65,56,65,58.2
2015-05-22,60,55,54,63,56,63,57.6
2015-05-23,59,57,54,57,55,59,56.4
2015-05-24,56,59,57,55,57,59,56.8
2015-05-25,55,49,54,55,47,55,52.0
2015-05-26,62,51,47,56,48,62,52.8
2015-05-27,61,56,54,58,55,61,56.8
2015-05-28,58,53,49,55,51,58,53.2
2015-05-29,57,47,43,53,46,57,49.2
2015-05-30,35,37,34,47,32,47,37.0
2015-05-31,48,39,37,51,38,51,42.6
2015-06-01,57,53,55,57,54,57,55.2
2015-06-02,57,52,53,62,53,62,55.4
2015-06-03,56,54,55,59,54,59,55.6
2015-06-04,55,53,54,53,53,55,53.6
2015-06-05,57,55,53,58,54,58,55.4
2015-06-06,60,55,55,64,55,64,57.8
2015-06-07,60,57,56,63,57,63,58.6
2015-06-08,53,45,32,44,47,53,44.2
2015-06-09,55,59,61,54,58,61,57.4
2015-06-10,54,58,58,52,56,58,55.6
2015-06-11,53,43,38,48,40,53,44.4
2015-06-12,57,45,37,56,34,57,45.8
2015-06-13,57,48,44,53,44,57,49.2
2015-06-14,53,54,51,48,54,54,52.0
2015-06-15,55,54,52,54,49,55,52.8
2015-06-16,58,58,57,58,55,58,57.2
2015-06-17,61,59,58,64,57,64,59.8
2015-06-18,59,58,56,62,55,62,58.0
2015-06-19,58,56,54,60,53,60,56.2
2015-06-20,50,48,46,52,39,52,47.0
2015-06-21,47,40,50,54,38,54,45.8
2015-06-22,53,53,52,55,47,55,52.0
2015-06-23,57,59,57,61,56,61,58.0
2015-06-24,57,57,58,61,56,61,57.8
2015-06-25,58,60,60,64,57,64,59.8
2015-06-26,57,58,57,61,55,61,57.6
2015-06-27,54,53,53,59,51,59,54.0
2015-06-28,45,39,46,53,36,53,43.8
2015-06-29,53,55,55,58,52,58,54.6
2015-06-30,61,58,57,62,56,62,58.8
2015-07-01,63,60,61,64,59,64,61.4
2015-07-02,71,69,68,74,66,74,69.6
2015-07-03,71,68,68,73,64,73,68.8
2015-07-04,64,64,64,72,60,72,64.8
2015-07-05,70,63,65,72,62,72,66.4
2015-07-06,70,64,65,72,62,72,66.6
2015-07-07,64,63,63,70,61,70,64.2
2015-07-08,64,63,63,69,62,69,64.2
2015-07-09,68,73,72,71,71,73,71.0
2015-07-10,71,76,73,74,72,76,73.2
2015-07-11,70,70,65,73,67,73,69.0
2015-07-12,58,54,54,61,53,61,56.0
2015-07-13,55,55,52,59,51,59,54.4
2015-07-14,55,55,53,60,49,60,54.4
2015-07-15,46,53,46,52,38,53,47.0
2015-07-16,54,56,53,56,50,56,53.8
2015-07-17,53,55,53,57,46,57,52.8
2015-07-18,53,51,53,56,46,56,51.8
2015-07-19,52,50,53,55,45,55,51.0
2015-07-20,52,48,48,54,43,54,49.0
2015-07-21,52,53,49,54,41,54,49.8
2015-07-22,57,54,51,58,45,58,53.0
2015-07-23,56,53,52,58,43,58,52.4
2015-07-24,53,53,52,59,47,59,52.8
2015-07-25,57,56,53,65,52,65,56.6
2015-07-26,56,55,50,64,48,64,54.6
2015-07-27,62,58,56,62,53,62,58.2
2015-07-28,62,58,56,63,53,63,58.4
2015-07-29,39,45,37,52,33,52,41.2
2015-07-30,53,51,45,57,42,57,49.6
2015-07-31,64,57,54,63,53,64,58.2
2015-08-01,63,61,58,61,57,63,60.0
2015-08-02,58,57,56,58,55,58,56.8
2015-08-03,52,46,43,54,37,54,46.4
2015-08-04,56,53,52,52,52,56,53.0
2015-08-05,58,54,55,58,54,58,55.8
2015-08-06,58,54,55,58,53,58,55.6
2015-08-07,60,54,55,64,54,64,57.4
2015-08-08,58,57,56,64,55,64,58.0
2015-08-09,57,58,56,60,56,60,57.4
2015-08-10,63,61,62,64,58,64,61.6
2015-08-11,62,60,61,63,57,63,60.6
2015-08-12,59,57,60,60,55,60,58.2
2015-08-13,62,60,60,69,59,69,62.0
2015-08-14,61,57,56,63,55,63,58.4
2015-08-15,58,56,53,63,53,63,56.6
2015-08-16,59,57,52,59,53,59,56.0
2015-08-17,58,56,55,62,53,62,56.8
2015-08-18,59,58,59,62,55,62,58.6
2015-08-19,68,68,67,76,64,76,68.6
2015-08-20,79,71,69,83,68,83,74.0
2015-08-21,82,73,71,84,72,84,76.4
2015-08-22,85,88,77,89,80,89,83.8
2015-08-23,85,87,78,90,80,90,84.0
2015-08-24,79,77,77,79,73,79,77.0
2015-08-25,85,86,80,90,80,90,84.2
2015-08-26,85,84,80,87,79,87,83.0
2015-08-27,73,68,67,75,65,75,69.6
2015-08-28,66,70,69,70,67,70,68.4
2015-08-29,70,76,73,76,69,76,72.8
2015-08-30,70,72,71,74,67,74,70.8
2015-08-31,61,60,60,63,57,63,60.2
2015-09-01,73,71,73,73,67,73,71.4
2015-09-02,84,79,81,81,75,84,80.0
2015-09-03,89,92,96,91,83,96,90.2
2015-09-04,90,93,96,93,85,96,91.4
2015-09-05,92,97,92,90,90,97,92.2
2015-09-06,98,103,95,106,94,106,99.2
2015-09-07,97,96,91,105,90,105,95.8
2015-09-08,105,100,95,106,93,106,99.8
2015-09-09,103,95,91,100,88,103,95.4
2015-09-10,141,148,143,138,132,148,140.4
2015-09-11,166,182,173,168,159,182,169.6
2015-09-12,108,119,105,116,103,119,110.2
2015-09-13,139,157,149,154,134,157,146.6
2015-09-14,153,171,160,173,146,173,160.6
2015-09-15,139,151,130,155,132,155,141.4
2015-09-16,112,121,109,129,109,129,116.0
2015-09-17,101,100,91,115,91,115,99.6
2015-09-18,93,90,87,97,83,97,90.0
2015-09-19,140,148,141,148,124,148,140.2
2015-09-20,124,139,131,133,114,139,128.2
2015-09-21,81,82,79,90,76,90,81.6
2015-09-22,92,103,86,114,87,114,96.4
2015-09-23,123,125,119,137,112,137,123.2
2015-09-24,236,279,242,246,226,279,245.8
2015-09-25,302,322,285,321,268,322,299.6
2015-09-26,211,201,189,219,175,219,199.0
2015-09-27,104,108,95,104,96,108,101.4
2015-09-28,176,166,145,197,145,197,165.8
2015-09-29,179,209,205,214,172,214,195.8
2015-09-30,173,196,198,200,163,200,186.0
2015-10-01,175,202,187,180,159,202,180.6
2015-10-02,160,182,173,171,143,182,165.8
2015-10-03,171,186,168,191,152,191,173.6
2015-10-04,165,177,161,181,146,181,166.0
2015-10-05,131,165,160,145,130,165,146.2
2015-10-06,160,184,172,181,142,184,167.8
2015-10-07,150,165,155,160,130,165,152.0
2015-10-08,85,94,86,89,77,94,86.2
2015-10-09,92,92,87,95,83,95,89.8
2015-10-10,91,92,90,91,82,92,89.2
2015-10-11,90,95,93,95,85,95,91.6
2015-10-12,104,113,108,117,99,117,108.2
2015-10-13,121,139,132,129,117,139,127.6
2015-10-14,120,137,130,127,116,137,126.0
2015-10-15,88,94,88,97,83,97,90.0
2015-10-16,119,112,112,113,103,119,111.8
2015-10-17,118,110,110,112,101,118,110.2
2015-10-18,125,124,114,140,113,140,123.2
2015-10-19,145,152,139,162,132,162,146.0
2015-10-20,109,143,114,171,110,171,129.4
2015-10-21,118,124,117,127,112,127,119.6
2015-10-22,117,120,112,127,109,127,117.0
2015-10-23,156,174,165,171,148,174,162.8
2015-10-24,205,229,216,222,186,229,211.6
2015-10-25,164,184,169,185,149,185,170.2
2015-10-26,155,170,170,165,139,170,159.8
2015-10-27,155,162,167,166,139,167,157.8
2015-10-28,120,137,123,143,113,143,127.2
2015-10-29,78,85,78,79,74,85,78.8
2015-10-30,54,58,56,58,54,58,56.0
2015-10-31,52,58,57,57,53,58,55.4
2015-11-01,59,65,64,63,59,65,62.0
2015-11-02,57,65,63,62,59,65,61.2
2015-11-03,57,58,59,63,54,63,58.2
2015-11-04,63,62,69,62,60,69,63.2
2015-11-05,84,84,89,77,77,89,82.2
2015-11-06,85,89,94,81,80,94,85.8
2015-11-07,84,82,92,72,73,92,80.6
2015-11-08,70,82,74,72,70,82,73.6
2015-11-09,89,93,92,92,87,93,90.6
2015-11-10,92,91,90,92,86,92,90.2
2015-11-11,67,65,61,68,62,68,64.6
2015-11-12,68,71,71,70,70,71,70.0
2015-11-13,68,71,68,75,68,75,70.0
2015-11-14,60,66,60,69,65,69,64.0
2015-11-15,51,56,54,61,54,61,55.2
2015-11-16,45,52,47,43,49,52,47.2
2015-11-17,44,41,52,46,52,52,47.0
2015-11-18,54,54,57,63,64,64,58.4
2015-11-19,53,51,53,61,57,61,55.0
2015-11-20,54,52,54,63,54,63,55.4
2015-11-21,48,52,54,46,53,54,50.6
2015-11-22,53,54,56,51,58,58,54.4
2015-11-23,65,59,69,58,71,71,64.4
2015-11-24,66,59,73,65,73,73,67.2
2015-11-25,64,60,79,63,69,79,67.0
2015-11-26,58,55,70,57,63,70,60.6
2015-11-27,40,31,44,31,34,44,36.0
2015-11-28,47,37,51,50,49,51,46.8
