Date,north,south,east,west,central,PSI_Max,PSI_Avg
2023-03-06,28,52,57,31,42,57,42.0
2023-03-07,26,51,54,31,40,54,40.4
2023-03-08,31,48,56,31,43,56,41.8
2023-03-09,36,53,55,49,44,55,47.4
2023-03-10,34,52,55,53,47,55,48.2
2023-03-11,31,52,55,39,47,55,44.8
2023-03-12,31,52,54,31,53,54,44.2
2023-03-13,31,54,54,32,52,54,44.6
2023-03-14,34,55,57,35,52,57,46.6
2023-03-15,34,55,58,36,57,58,48.0
2023-03-16,33,57,58,35,56,58,47.8
2023-03-17,37,54,55,32,50,55,45.6
2023-03-18,46,53,53,30,49,53,46.2
2023-03-19,52,52,54,35,47,54,48.0
2023-03-20,51,53,53,27,42,53,45.2
2023-03-21,43,46,51,30,48,51,43.6
2023-03-22,39,41,43,31,41,43,39.0
2023-03-23,43,40,46,34,42,46,41.0
2023-03-24,44,45,52,28,35,52,40.8
2023-03-25,52,51,54,32,49,54,47.6
2023-03-26,54,52,55,33,41,55,47.0
2023-03-27,54,46,55,33,41,55,45.8
2023-03-28,51,51,55,34,50,55,48.2
2023-03-29,50,35,47,29,34,50,39.0
2023-03-30,43,34,39,36,32,43,36.8
2023-03-31,37,52,52,37,40,52,43.6
2023-04-01,31,54,56,31,47,56,43.8
2023-04-02,39,53,56,31,45,56,44.8
2023-04-03,38,53,58,32,45,58,45.2
2023-04-04,45,49,54,31,45,54,44.8
2023-04-05,37,56,61,39,57,61,50.0
2023-04-06,38,57,61,40,57,61,50.6
2023-04-07,37,55,61,34,51,61,47.6
2023-04-08,45,58,62,52,54,62,54.2
2023-04-09,38,57,59,51,55,59,52.0
2023-04-10,36,54,58,33,53,58,46.8
2023-04-11,38,59,69,52,56,69,54.8
2023-04-12,43,63,72,53,59,72,58.0
2023-04-13,49,69,74,55,70,74,63.4
2023-04-14,48,66,71,53,67,71,61.0
2023-04-15,96,68,72,53,63,96,70.4
2023-04-16,51,72,73,52,65,73,62.6
2023-04-17,43,63,65,48,58,65,55.4
2023-04-18,79,58,61,51,60,79,61.8
2023-04-19,39,56,60,48,56,60,51.8
2023-04-20,34,47,49,41,53,53,44.8
2023-04-21,29,44,51,37,39,51,40.0
2023-04-22,27,38,46,37,34,46,36.4
2023-04-23,24,31,36,25,29,36,29.0
2023-04-24,28,34,35,33,32,35,32.4
2023-04-25,25,36,40,36,38,40,35.0
2023-04-26,36,51,49,32,44,51,42.4
2023-04-27,32,50,46,29,39,50,39.2
2023-04-28,27,42,49,31,43,49,38.4
2023-04-29,32,55,57,31,49,57,44.8
2023-04-30,31,55,59,29,48,59,44.4
2023-05-01,29,38,54,25,39,54,37.0
2023-05-02,24,40,48,27,32,48,34.2
2023-05-03,27,36,40,28,33,40,32.8
2023-05-04,27,51,53,31,51,53,42.6
2023-05-05,37,55,64,33,54,64,48.6
2023-05-06,38,56,64,30,55,64,48.6
2023-05-07,23,45,51,18,31,51,33.6
2023-05-08,17,28,27,17,19,28,21.6
2023-05-09,28,28,28,19,22,28,25.0
2023-05-10,24,32,33,21,25,33,27.0
2023-05-11,28,40,49,23,32,49,34.4
2023-05-12,29,36,46,23,29,46,32.6
2023-05-13,30,36,34,24,31,36,31.0
2023-05-14,25,40,42,26,34,42,33.4
2023-05-15,34,46,52,32,53,53,43.4
2023-05-16,37,51,53,34,54,54,45.8
2023-05-17,32,44,53,33,57,57,43.8
2023-05-18,44,58,62,41,64,64,53.8
2023-05-19,37,57,60,41,56,60,50.2
2023-05-20,26,51,54,26,47,54,40.8
2023-05-21,27,54,53,45,40,54,43.8
2023-05-22,32,53,50,57,43,57,47.0
2023-05-23,28,53,52,56,44,56,46.6
2023-05-24,27,44,45,52,43,52,42.2
2023-05-25,27,51,54,41,40,54,42.6
2023-05-26,32,53,55,32,38,55,42.0
2023-05-27,38,57,58,33,51,58,47.4
2023-05-28,35,55,56,41,45,56,46.4
2023-05-29,25,48,40,43,28,48,36.8
2023-05-30,26,47,51,51,32,51,41.4
2023-05-31,29,42,53,52,30,53,41.2
2023-06-01,32,53,57,29,41,57,42.4
2023-06-02,31,45,54,26,29,54,37.0
2023-06-03,33,53,59,36,45,59,45.2
2023-06-04,36,55,59,64,52,64,53.2
2023-06-05,38,51,54,62,42,62,49.4
2023-06-06,28,52,54,54,50,54,47.6
2023-06-07,29,53,54,37,51,54,44.8
2023-06-08,28,45,52,25,43,52,38.6
2023-06-09,27,39,45,23,33,45,33.4
2023-06-10,22,31,34,21,23,34,26.2
2023-06-11,21,35,40,21,27,40,28.8
2023-06-12,23,34,48,19,32,48,31.2
2023-06-13,30,48,52,20,49,52,39.8
2023-06-14,26,46,48,19,47,48,37.2
2023-06-15,34,43,45,32,36,45,38.0
2023-06-16,32,42,40,32,36,42,36.4
2023-06-17,31,43,43,18,32,43,33.4
2023-06-18,39,44,50,32,41,50,41.2
2023-06-19,40,55,63,30,50,63,47.6
2023-06-20,38,54,61,27,47,61,45.4
2023-06-21,30,43,52,28,34,52,37.4
2023-06-22,30,52,49,19,47,52,39.4
2023-06-23,40,51,54,24,52,54,44.2
2023-06-24,36,47,53,26,53,53,43.0
2023-06-25,36,52,57,53,60,60,51.6
2023-06-26,32,51,57,53,58,58,50.2
2023-06-27,24,42,46,42,44,46,39.6
2023-06-28,26,41,46,52,49,52,42.8
2023-06-29,30,52,54,56,56,56,49.6
2023-06-30,37,48,53,54,55,55,49.4
2023-07-01,41,48,53,35,54,54,46.2
2023-07-02,33,32,30,19,30,33,28.8
2023-07-03,37,48,52,54,55,55,49.2
2023-07-04,41,48,53,35,54,54,46.2
2023-07-05,33,32,30,19,30,33,28.8
2023-07-06,31,37,40,18,47,47,34.6
2023-07-07,33,41,40,20,44,44,35.6
2023-07-08,35,44,45,25,45,45,38.8
2023-07-09,30,41,42,22,41,42,35.2
2023-07-10,36,45,53,23,53,53,42.0
2023-07-11,31,38,52,22,49,52,38.4
2023-07-12,28,28,37,23,36,37,30.4
2023-07-13,44,37,39,58,49,58,45.4
2023-07-14,47,53,54,58,56,58,53.6
2023-07-15,46,49,53,53,55,55,51.2
2023-07-16,32,44,51,24,52,52,40.6
2023-07-17,41,52,56,31,58,58,47.6
2023-07-18,39,51,56,29,56,56,46.2
2023-07-19,32,40,52,25,53,53,40.4
2023-07-20,41,47,44,26,54,54,42.4
2023-07-21,52,58,62,50,62,62,56.8
2023-07-22,51,57,61,50,61,61,56.0
2023-07-23,42,57,56,35,56,57,49.2
2023-07-24,38,54,51,34,55,55,46.4
2023-07-25,31,42,39,23,49,49,36.8
2023-07-26,35,43,52,22,54,54,41.2
2023-07-27,52,59,61,43,65,65,56.0
2023-07-28,52,59,64,48,66,66,57.8
2023-07-29,54,62,65,48,68,68,59.4
2023-07-30,53,60,60,43,63,63,55.8
2023-07-31,37,47,53,33,47,53,43.4
2023-08-01,35,43,53,41,52,53,44.8
2023-08-02,51,55,56,43,61,61,53.2
2023-08-03,52,56,56,42,61,61,53.4
2023-08-04,38,36,47,27,53,53,40.2
2023-08-05,39,51,54,32,55,55,46.2
2023-08-06,41,53,55,34,56,56,47.8
2023-08-07,40,52,53,27,56,56,45.6
2023-08-08,34,46,51,23,52,52,41.2
2023-08-09,35,47,45,28,43,47,39.6
2023-08-10,38,53,55,29,55,55,46.0
2023-08-11,49,52,57,52,57,57,53.4
2023-08-12,50,57,62,60,61,62,58.0
2023-08-13,53,62,72,65,68,72,64.0
2023-08-14,51,59,65,56,63,65,58.8
2023-08-15,42,53,59,37,57,59,49.6
2023-08-16,51,52,60,46,61,61,54.0
2023-08-17,53,55,61,45,63,63,55.4
2023-08-18,54,55,64,46,68,68,57.4
2023-08-19,52,53,58,40,63,63,53.2
2023-08-20,46,46,57,34,58,58,48.2
2023-08-21,44,51,59,30,59,59,48.6
2023-08-22,45,54,63,42,59,63,52.6
2023-08-23,46,53,63,41,58,63,52.2
2023-08-24,40,52,59,35,55,59,48.2
2023-08-25,35,44,55,33,54,55,44.2
2023-08-26,46,44,54,31,55,55,46.0
2023-08-27,50,53,62,43,63,63,54.2
2023-08-28,52,55,61,37,57,61,52.4
2023-08-29,54,57,65,53,62,65,58.2
2023-08-30,47,56,62,54,59,62,55.6
2023-08-31,48,59,62,48,59,62,55.2
2023-09-01,52,57,68,39,62,68,55.6
2023-09-02,54,60,73,45,70,73,60.4
2023-09-03,56,63,76,49,71,76,63.0
2023-09-04,53,63,75,50,66,75,61.4
2023-09-05,53,63,75,51,67,75,61.8
2023-09-06,56,68,77,51,73,77,65.0
2023-09-07,52,59,66,47,63,66,57.4
2023-09-08,34,49,56,52,55,56,49.2
2023-09-09,43,53,61,56,58,61,54.2
2023-09-10,45,48,55,58,57,58,52.6
2023-09-11,55,64,73,58,66,73,63.2
2023-09-12,57,65,77,54,71,77,64.8
2023-09-13,52,55,66,47,64,66,56.8
2023-09-14,45,53,64,42,58,64,52.4
2023-09-15,47,54,63,53,59,63,55.2
2023-09-16,51,59,68,54,61,68,58.6
2023-09-17,51,59,68,39,61,68,55.6
2023-09-18,44,53,59,35,58,59,49.8
2023-09-19,44,47,55,32,53,55,46.2
2023-09-20,42,36,51,35,50,51,42.8
2023-09-21,38,40,55,28,54,55,43.0
2023-09-22,35,41,54,23,50,54,40.6
2023-09-23,45,60,62,38,64,64,53.8
2023-09-24,52,63,65,50,68,68,59.6
2023-09-25,49,55,61,39,62,62,53.2
2023-09-26,57,64,75,52,73,75,64.2
2023-09-27,56,61,72,47,69,72,61.0
2023-09-28,52,58,67,53,64,67,58.8
2023-09-29,60,71,82,56,79,82,69.6
2023-09-30,59,74,81,56,78,81,69.6
2023-10-01,62,73,76,57,80,80,69.6
2023-10-02,59,66,68,55,77,77,65.0
2023-10-03,57,68,74,54,67,74,64.0
2023-10-04,58,67,70,53,71,71,63.8
2023-10-05,57,66,70,53,71,71,63.4
2023-10-06,58,69,82,54,77,82,68.0
2023-10-07,75,101,123,67,117,123,96.6
2023-10-08,73,98,120,66,115,120,94.4
2023-10-09,59,66,75,56,73,75,65.8
2023-10-10,64,77,86,60,83,86,74.0
2023-10-11,63,77,86,60,86,86,74.4
2023-10-12,59,68,77,58,81,81,68.6
2023-10-13,54,59,63,54,66,66,59.2
2023-10-14,55,63,69,53,69,69,61.8
2023-10-15,56,65,80,53,73,80,65.4
2023-10-16,60,66,80,55,73,80,66.8
2023-10-17,57,60,69,53,68,69,61.4
2023-10-18,53,59,65,52,65,65,58.8
2023-10-19,51,57,62,50,63,63,56.6
2023-10-20,46,56,61,45,60,61,53.6
2023-10-21,51,55,57,41,59,59,52.6
2023-10-22,49,59,68,38,60,68,54.8
2023-10-23,52,58,66,50,61,66,57.4
2023-10-24,47,54,64,49,57,64,54.2
2023-10-25,46,52,55,31,53,55,47.4
2023-10-26,48,55,62,46,61,62,54.4
2023-10-27,49,58,61,53,62,62,56.6
2023-10-28,51,56,61,52,59,61,55.8
2023-10-29,39,53,57,43,58,58,50.0
2023-10-30,51,53,61,43,61,61,53.8
2023-10-31,56,60,73,55,73,73,63.4
2023-11-01,51,56,68,54,66,68,59.0
2023-11-02,45,53,66,43,63,66,54.0
2023-11-03,54,63,66,56,74,74,62.6
2023-11-04,56,64,73,57,73,73,64.6
2023-11-05,52,57,69,54,65,69,59.4
2023-11-06,53,53,60,49,61,61,55.2
2023-11-07,37,52,57,52,56,57,50.8
2023-11-08,39,47,54,45,56,56,48.2
2023-11-09,46,55,65,56,59,65,56.2
2023-11-10,47,55,65,52,58,65,55.4
2023-11-11,38,53,61,52,59,61,52.6
2023-11-12,60,61,78,59,71,78,65.8
2023-11-13,59,61,74,60,70,74,64.8
2023-11-14,50,57,61,58,62,62,57.6
2023-11-15,47,55,60,53,58,60,54.6
2023-11-16,44,42,51,34,51,51,44.4
2023-11-17,36,46,53,42,51,53,45.6
2023-11-18,30,39,54,38,43,54,40.8
2023-11-19,27,30,44,37,36,44,34.8
2023-11-20,29,32,38,38,39,39,35.2
2023-11-21,29,35,45,37,37,45,36.6
2023-11-22,30,34,44,34,44,44,37.2
2023-11-23,36,41,52,40,51,52,44.0
2023-11-24,30,40,47,38,42,47,39.4
2023-11-25,28,32,41,34,40,41,35.0
2023-11-26,36,52,53,49,55,55,49.0
2023-11-27,31,49,53,44,55,55,46.4
2023-11-28,33,44,56,43,57,57,46.6
2023-11-29,26,36,46,39,47,47,38.8
2023-11-30,26,41,51,38,42,51,39.6
2023-12-01,29,35,46,29,35,46,34.8
2023-12-02,28,35,39,25,42,42,33.8
2023-12-03,25,39,44,36,43,44,37.4
2023-12-04,31,37,49,44,43,49,40.8
2023-12-05,44,47,54,58,54,58,51.4
2023-12-06,37,44,53,55,52,55,48.2
2023-12-07,32,36,46,31,43,46,37.6
2023-12-08,30,37,44,32,44,44,37.4
2023-12-09,22,28,30,27,28,30,27.0
2023-12-10,27,29,34,30,38,38,31.6
2023-12-11,28,33,37,38,43,43,35.8
2023-12-12,27,32,45,33,37,45,34.8
2023-12-13,25,35,44,35,31,44,34.0
2023-12-14,31,37,52,36,48,52,40.8
2023-12-15,34,39,54,49,48,54,44.8
2023-12-16,27,40,52,50,44,52,42.6
2023-12-17,24,34,47,34,44,47,36.6
2023-12-18,30,33,45,35,40,45,36.6
2023-12-19,32,37,48,39,41,48,39.4
2023-12-20,29,42,54,38,41,54,40.8
2023-12-21,30,41,54,32,40,54,39.4
2023-12-22,28,31,43,21,29,43,30.4
2023-12-23,28,34,51,32,33,51,35.6
2023-12-24,46,39,52,51,52,52,48.0
2023-12-25,31,38,50,42,51,51,42.4
2023-12-26,23,30,41,26,33,41,30.6
2023-12-27,26,33,44,22,30,44,31.0
2023-12-28,30,34,48,32,39,48,36.6
2023-12-29,26,33,39,34,41,41,34.6
2023-12-30,34,43,51,42,51,51,44.2
2023-12-31,35,51,52,41,54,54,46.6
2024-01-01,24,37,45,33,42,45,36.2
2024-01-02,24,35,38,33,36,38,33.2
2024-01-03,29,40,41,35,43,43,37.6
2024-01-04,29,41,47,31,43,47,38.2
2024-01-05,23,48,49,28,34,49,36.4
2024-01-06,31,50,57,29,38,57,41.0
2024-01-07,28,43,54,31,37,54,38.6
2024-01-08,23,30,36,26,34,36,29.8
2024-01-09,24,31,46,31,35,46,33.4
2024-01-10,22,27,35,20,25,35,25.8
2024-01-11,32,47,54,48,50,54,46.2
2024-01-12,33,47,54,52,51,54,47.4
2024-01-13,37,52,57,50,53,57,49.8
2024-01-14,48,53,58,52,54,58,53.0
2024-01-15,39,47,55,45,49,55,47.0
2024-01-16,34,36,52,28,35,52,37.0
2024-01-17,35,37,52,35,40,52,39.8
2024-01-18,39,42,59,35,43,59,43.6
2024-01-19,40,52,62,52,53,62,51.8
2024-01-20,35,52,59,52,52,59,50.0
2024-01-21,31,38,59,51,46,59,45.0
2024-01-22,27,37,57,50,51,57,44.4
2024-01-23,39,48,47,32,51,51,43.4
2024-01-24,51,46,55,32,52,55,47.2
2024-01-25,34,40,55,28,48,55,41.0
2024-01-26,47,46,52,33,52,52,46.0
2024-01-27,62,53,55,38,52,62,52.0
2024-01-28,47,52,56,41,52,56,49.6
2024-01-29,42,55,62,52,55,62,53.2
2024-01-30,45,55,62,52,56,62,54.0
2024-01-31,37,52,59,44,53,59,49.0
2024-02-01,32,47,55,38,53,55,45.0
2024-02-02,31,51,56,44,52,56,46.8
2024-02-03,31,51,56,48,53,56,47.8
2024-02-04,34,50,58,51,52,58,49.0
2024-02-05,32,51,58,51,52,58,48.8
2024-02-06,30,45,54,45,52,54,45.2
2024-02-07,30,49,54,45,52,54,46.0
2024-02-08,24,44,43,36,40,44,37.4
2024-02-09,28,49,54,41,52,54,44.8
2024-02-10,40,50,54,55,58,58,51.4
2024-02-11,56,57,62,53,55,62,56.6
2024-02-12,58,57,64,53,55,64,57.4
2024-02-13,52,52,59,44,53,59,52.0
2024-02-14,53,53,59,46,54,59,53.0
2024-02-15,39,50,57,45,53,57,48.8
2024-02-16,52,54,61,52,55,61,54.8
2024-02-17,49,54,60,51,56,60,54.0
2024-02-18,50,57,62,54,62,62,57.0
2024-02-19,42,55,62,53,60,62,54.4
2024-02-20,38,47,52,40,48,52,45.0
2024-02-21,40,45,49,40,46,49,44.0
2024-02-22,36,43,48,40,52,52,43.8
2024-02-23,37,51,52,41,52,52,46.6
2024-02-24,34,45,47,36,43,47,41.0
2024-02-25,32,47,55,42,46,55,44.4
2024-02-26,39,57,62,56,61,62,55.0
2024-02-27,40,57,62,57,60,62,55.2
2024-02-28,34,55,59,52,53,59,50.6
2024-02-29,35,46,55,43,50,55,45.8
2024-03-01,33,49,54,35,50,54,44.2
2024-03-02,36,52,54,37,51,54,46.0
2024-03-03,30,45,52,38,46,52,42.2
2024-03-04,37,54,67,56,56,67,54.0
2024-03-05,36,53,67,56,56,67,53.6
2024-03-06,28,50,54,33,45,54,42.0
2024-03-07,33,55,58,52,56,58,50.8
2024-03-08,33,53,56,51,55,56,49.6
2024-03-09,34,53,57,46,52,57,48.4
2024-03-10,36,50,58,51,58,58,50.6
2024-03-11,50,58,66,61,64,66,59.8
2024-03-12,44,56,63,59,61,63,56.6
2024-03-13,35,54,60,55,57,60,52.2
2024-03-14,38,53,61,53,56,61,52.2
2024-03-15,38,53,64,53,56,64,52.8
2024-03-16,34,49,60,51,55,60,49.8
2024-03-17,35,53,61,51,56,61,51.2
2024-03-18,34,52,61,51,54,61,50.4
2024-03-19,30,45,55,41,51,55,44.4
2024-03-20,36,53,57,45,57,57,49.6
2024-03-21,52,55,58,54,63,63,56.4
2024-03-22,56,60,64,56,64,64,60.0
2024-03-23,54,57,58,54,60,60,56.6
2024-03-24,56,52,54,55,58,58,55.0
2024-03-25,53,41,55,54,56,56,51.8
2024-03-26,50,47,58,51,54,58,52.0
2024-03-27,52,46,58,48,55,58,51.8
2024-03-28,48,46,57,45,53,57,49.8
2024-03-29,47,45,55,44,52,55,48.6
2024-03-30,36,26,28,30,31,36,30.2
2024-03-31,64,40,52,43,52,64,50.2
2024-04-01,53,52,55,51,52,55,52.6
2024-04-02,53,46,54,51,52,54,51.2
2024-04-03,44,31,45,41,45,45,41.2
2024-04-04,59,55,57,57,62,62,58.0
2024-04-05,56,56,63,57,60,63,58.4
2024-04-06,49,47,59,56,56,59,53.4
2024-04-07,42,34,44,49,48,49,43.4
2024-04-08,47,41,42,52,48,52,46.0
2024-04-09,59,53,55,53,59,59,55.8
2024-04-10,56,45,52,54,56,56,52.6
2024-04-11,36,40,45,48,52,52,44.2
2024-04-12,39,40,52,44,50,52,45.0
2024-04-13,45,34,40,38,39,45,39.2
2024-04-14,45,33,32,41,44,45,39.0
2024-04-15,36,30,39,41,45,45,38.2
2024-04-16,36,31,39,41,43,43,38.0
2024-04-17,44,34,50,37,50,50,43.0
2024-04-18,53,52,55,53,59,59,54.4
2024-04-19,57,52,55,56,61,61,56.2
2024-04-20,55,40,42,55,59,59,50.2
2024-04-21,47,52,54,49,54,54,51.2
2024-04-22,60,56,64,57,56,64,58.6
2024-04-23,59,55,61,62,61,62,59.6
2024-04-24,55,45,53,62,59,62,54.8
2024-04-25,49,30,41,47,52,52,43.8
2024-04-26,52,52,53,59,57,59,54.6
2024-04-27,52,51,52,60,55,60,54.0
2024-04-28,49,35,37,55,54,55,46.0
2024-04-29,35,24,35,38,36,38,33.6
2024-04-30,35,35,33,50,43,50,39.2
2024-05-01,36,35,35,50,45,50,40.2
2024-05-02,47,23,35,42,53,53,40.0
2024-05-03,56,41,42,57,60,60,51.2
2024-05-04,53,41,34,57,56,57,48.2
2024-05-05,42,31,52,40,52,52,43.4
2024-05-06,40,28,43,37,32,43,36.0
2024-05-07,42,34,37,52,46,52,42.2
2024-05-08,53,55,55,56,60,60,55.8
2024-05-09,54,52,54,54,59,59,54.6
2024-05-10,47,34,42,43,45,47,42.2
2024-05-11,52,41,53,53,56,56,51.0
2024-05-12,51,38,53,52,54,54,49.6
2024-05-13,53,31,52,51,48,53,47.0
2024-05-14,52,49,57,51,53,57,52.4
2024-05-15,51,52,61,55,57,61,55.2
2024-05-16,55,43,58,54,58,58,53.6
2024-05-17,52,51,54,48,56,56,52.2
2024-05-18,52,52,54,52,56,56,53.2
2024-05-19,51,40,54,51,53,54,49.8
2024-05-20,23,27,25,28,27,28,26.0
2024-05-21,30,28,30,36,36,36,32.0
2024-05-22,52,41,32,52,52,52,45.8
2024-05-23,51,39,36,49,52,52,45.4
2024-05-24,46,46,42,54,55,55,48.6
2024-05-25,44,50,48,56,56,56,50.8
2024-05-26,34,41,38,51,51,51,43.0
2024-05-27,25,29,31,41,33,41,31.8
2024-05-28,43,47,48,52,54,54,48.8
2024-05-29,54,53,51,57,59,59,54.8
2024-05-30,52,40,43,55,53,55,48.6
2024-05-31,42,42,35,52,47,52,43.6
2024-06-01,44,44,41,52,48,52,45.8
2024-06-02,39,36,33,48,56,56,42.4
2024-06-03,41,34,37,47,71,71,46.0
2024-06-04,44,45,52,53,54,54,49.6
2024-06-05,54,43,51,54,54,54,51.2
2024-06-06,50,36,44,51,47,51,45.6
2024-06-07,54,47,58,57,60,60,55.2
2024-06-08,54,48,54,59,60,60,55.0
2024-06-09,52,47,46,57,56,57,51.6
2024-06-10,42,42,38,53,53,53,45.6
2024-06-11,55,53,52,62,62,62,56.8
2024-06-12,52,52,52,61,57,61,54.8
2024-06-13,53,49,55,60,58,60,55.0
2024-06-14,54,49,55,60,59,60,55.4
2024-06-15,57,57,55,66,62,66,59.4
2024-06-16,55,54,53,61,61,61,56.8
2024-06-17,40,38,38,51,47,51,42.8
2024-06-18,46,36,41,43,52,52,43.6
2024-06-19,52,48,52,57,58,58,53.4
2024-06-20,55,49,51,57,59,59,54.2
2024-06-21,54,46,44,52,54,54,50.0
2024-06-22,29,46,34,41,43,46,38.6
2024-06-23,40,52,44,55,56,56,49.4
2024-06-24,51,54,46,60,57,60,53.6
2024-06-25,51,51,47,58,55,58,52.4
2024-06-26,41,34,36,55,42,55,41.6
2024-06-27,51,44,49,53,53,53,50.0
2024-06-28,45,39,42,54,53,54,46.6
2024-06-29,50,47,37,55,55,55,48.8
2024-06-30,50,47,38,54,54,54,48.6
2024-07-01,54,54,51,57,59,59,55.0
2024-07-02,55,56,53,70,67,70,60.2
2024-07-03,51,42,49,61,59,61,52.4
2024-07-04,40,40,41,54,55,55,46.0
2024-07-05,49,41,49,62,58,62,51.8
2024-07-06,59,61,59,66,66,66,62.2
2024-07-07,57,60,59,60,63,63,59.8
2024-07-08,44,43,52,56,48,56,48.6
2024-07-09,43,31,38,53,41,53,41.2
2024-07-10,41,29,39,51,41,51,40.2
2024-07-11,41,39,44,52,52,52,45.6
2024-07-12,43,41,51,53,52,53,48.0
2024-07-13,52,52,52,61,53,61,54.0
2024-07-14,55,58,57,64,63,64,59.4
2024-07-15,56,58,58,66,65,66,60.6
2024-07-16,54,56,58,64,63,64,59.0
2024-07-17,53,53,56,61,58,61,56.2
2024-07-18,54,54,56,62,60,62,57.2
2024-07-19,51,54,56,58,57,58,55.2
2024-07-20,49,52,57,56,56,57,54.0
2024-07-21,52,51,56,56,56,56,54.2
2024-07-22,55,54,60,64,63,64,59.2
2024-07-23,57,61,64,72,70,72,64.8
2024-07-24,60,63,65,74,73,74,67.0
2024-07-25,59,61,62,71,70,71,64.6
2024-07-26,59,67,65,76,77,77,68.8
2024-07-27,57,64,62,73,72,73,65.6
2024-07-28,53,55,57,61,58,61,56.8
2024-07-29,52,53,56,58,56,58,55.0
2024-07-30,56,56,56,61,57,61,57.2
2024-07-31,54,54,56,60,56,60,56.0
2024-08-01,57,46,57,55,51,57,53.2
2024-08-02,54,47,56,52,52,56,52.2
2024-08-03,45,33,44,52,45,52,43.8
2024-08-04,33,35,43,47,42,47,40.0
2024-08-05,55,54,59,57,56,59,56.2
2024-08-06,54,53,57,58,56,58,55.6
2024-08-07,54,52,54,57,53,57,54.0
2024-08-08,50,52,50,56,53,56,52.2
2024-08-09,28,33,38,47,39,47,37.0
2024-08-10,47,48,49,54,56,56,50.8
2024-08-11,49,50,52,56,57,57,52.8
2024-08-12,43,44,50,54,52,54,48.6
2024-08-13,54,55,59,56,57,59,56.2
2024-08-14,54,55,60,56,58,60,56.6
2024-08-15,51,46,54,61,56,61,53.6
2024-08-16,45,47,53,58,56,58,51.8
2024-08-17,44,41,54,53,52,54,48.8
2024-08-18,46,47,56,54,54,56,51.4
2024-08-19,43,38,57,55,53,57,49.2
2024-08-20,38,37,51,54,44,54,44.8
2024-08-21,47,42,51,53,46,53,47.8
2024-08-22,49,53,56,57,55,57,54.0
2024-08-23,51,53,55,58,56,58,54.6
2024-08-24,39,34,50,51,41,51,43.0
2024-08-25,52,41,54,56,57,57,52.0
2024-08-26,60,58,56,66,64,66,60.8
2024-08-27,62,59,57,66,65,66,61.8
2024-08-28,58,55,56,65,65,65,59.8
2024-08-29,55,58,57,60,64,64,58.8
2024-08-30,55,60,57,61,64,64,59.4
2024-08-31,51,54,57,59,56,59,55.4
2024-09-01,52,51,56,65,56,65,56.0
2024-09-02,55,56,54,63,60,63,57.6
2024-09-03,56,57,57,60,61,61,58.2
2024-09-04,63,60,62,66,67,67,63.6
2024-09-05,61,60,62,67,68,68,63.6
2024-09-06,60,60,62,68,68,68,63.6
2024-09-07,53,55,58,63,61,63,58.0
2024-09-08,47,54,62,57,56,62,55.2
2024-09-09,51,52,58,54,54,58,53.8
2024-09-10,51,35,52,52,53,53,48.6
2024-09-11,52,35,49,44,51,52,46.2
2024-09-12,53,35,50,49,52,53,47.8
2024-09-13,43,41,51,48,44,51,45.4
2024-09-14,49,46,55,53,51,55,50.8
2024-09-15,54,53,57,61,61,61,57.2
2024-09-16,54,55,56,61,60,61,57.2
2024-09-17,53,55,55,59,59,59,56.2
2024-09-18,45,49,51,54,52,54,50.2
2024-09-19,57,57,66,63,64,66,61.4
2024-09-20,58,61,73,66,64,73,64.4
2024-09-21,56,61,73,64,63,73,63.4
2024-09-22,56,56,57,67,62,67,59.6
2024-09-23,56,54,59,66,61,66,59.2
2024-09-24,56,54,58,61,59,61,57.6
2024-09-25,53,54,56,55,60,60,55.6
2024-09-26,54,53,51,56,59,59,54.6
2024-09-27,52,44,49,54,53,54,50.4
2024-09-28,48,45,50,55,54,55,50.4
2024-09-29,42,30,41,54,52,54,43.8
2024-09-30,40,39,44,53,51,53,45.4
2024-10-01,57,35,33,58,52,58,47.0
2024-10-02,56,39,42,55,53,56,49.0
2024-10-03,44,40,42,55,52,55,46.6
2024-10-04,57,55,53,60,62,62,57.4
2024-10-05,57,54,52,60,62,62,57.0
2024-10-06,55,46,39,52,54,55,49.2
2024-10-07,61,49,51,55,55,61,54.2
2024-10-08,59,50,51,56,56,59,54.4
2024-10-09,51,41,45,56,54,56,49.4
2024-10-10,52,40,36,57,52,57,47.4
2024-10-11,54,40,42,59,61,61,51.2
2024-10-12,61,54,45,63,63,63,57.2
2024-10-13,58,56,51,57,60,60,56.4
2024-10-14,49,53,44,44,52,53,48.4
2024-10-15,44,53,44,39,46,53,45.2
2024-10-16,40,50,41,45,52,52,45.6
2024-10-17,57,52,52,65,64,65,58.0
2024-10-18,59,59,54,66,70,70,61.6
2024-10-19,59,60,54,75,72,75,64.0
2024-10-20,57,59,53,75,66,75,62.0
2024-10-21,57,55,53,65,62,65,58.4
2024-10-22,56,56,52,65,62,65,58.2
2024-10-23,58,55,51,62,62,62,57.6
2024-10-24,61,62,58,72,71,72,64.8
2024-10-25,62,61,60,73,70,73,65.2
2024-10-26,56,53,55,62,59,62,57.0
2024-10-27,55,54,52,57,60,60,55.6
2024-10-28,53,52,52,53,56,56,53.2
2024-10-29,62,59,59,69,68,69,63.4
2024-10-30,65,59,61,70,72,72,65.4
2024-10-31,70,64,61,73,75,75,68.6
2024-11-01,67,59,59,74,70,74,65.8
